lat,lon,time range,mmsi,entry timestamp,exit timestamp,apparent fishing hours
-12.9,-76.599998,2023-01,760000310,2023-01-01T07:00:00Z,2023-02-04T21:00:00Z,1.11
-14.5,-77,2023-03,760016662,2023-01-01T01:00:00Z,2023-03-25T05:00:00Z,3.18
-7.7,-79.400002,2023-01,760010474,2023-01-01T10:00:00Z,2023-02-04T20:00:00Z,0.47
-7.4,-79.699997,2023-01,760003520,2023-01-01T07:00:00Z,2023-03-23T12:00:00Z,1.53
-11.1,-78.099998,2023-01,301240000,2023-01-01T15:00:00Z,2023-03-18T08:00:00Z,0.42
-11,-77.900002,2023-01,760003560,2023-01-01T00:00:00Z,2023-03-27T14:00:00Z,2.73
-9.1,-78.599998,2023-02,760015260,2023-01-01T10:00:00Z,2023-03-03T23:00:00Z,0.14
-14.9,-76.800003,2023-02,760100091,2023-01-01T05:00:00Z,2023-03-19T00:00:00Z,4.61
-6.9,-80.199997,2023-01,760000400,2023-01-01T13:00:00Z,2023-03-24T21:00:00Z,0.77
-8.3,-79.400002,2023-03,760038246,2023-01-01T01:00:00Z,2023-03-12T05:00:00Z,0.34
-6.7,-80.800003,2023-01,760013012,2023-01-01T04:00:00Z,2023-03-10T12:00:00Z,1.9
-10.3,-78.300003,2023-01,760000520,2023-01-01T08:00:00Z,2023-02-11T03:00:00Z,1.63
-7.5,-79.800003,2023-01,760003550,2023-01-01T00:00:00Z,2023-03-26T04:00:00Z,3.28
-15.1,-75.699997,2023-01,760000070,2023-01-01T07:00:00Z,2023-03-08T20:00:00Z,0.28
-11.6,-77.400002,2023-01,760003420,2023-01-01T02:00:00Z,2023-02-04T21:00:00Z,2.82
-14.6,-77,2023-03,760003540,2023-01-01T09:00:00Z,2023-03-30T14:00:00Z,2.72
-7.1,-80.199997,2023-01,760006125,2023-01-01T02:00:00Z,2023-03-31T23:00:00Z,1.97
-7.8,-79.699997,2023-01,760003470,2023-01-01T07:00:00Z,2023-03-29T19:00:00Z,0.63
-6.3,-80.900002,2023-01,760000770,2023-01-05T02:00:00Z,2023-03-13T01:00:00Z,0.93
-7.7,-79.599998,2023-02,760000840,2023-01-08T06:00:00Z,2023-02-04T12:00:00Z,1.32
-6.9,-80.5,2023-01,760000590,2023-01-01T01:00:00Z,2023-03-26T05:00:00Z,0.4
-17.7,-71.5,2023-02,760027204,2023-01-01T09:00:00Z,2023-02-18T15:00:00Z,2.81
-11.9,-77.300003,2023-01,700000056,2023-01-02T09:00:00Z,2023-02-04T21:00:00Z,3.54
-7.4,-79.800003,2023-02,760015724,2023-01-01T09:00:00Z,2023-02-05T00:00:00Z,3.36
-7.7,-79.699997,2023-01,12432,2023-01-01T12:00:00Z,2023-02-07T20:00:00Z,4.06
-6.7,-80.800003,2023-01,760004180,2023-01-01T00:00:00Z,2023-03-29T14:00:00Z,1.93
-12,-77.199997,2023-01,760019820,2023-01-01T08:00:00Z,2023-01-30T02:00:00Z,0.89
-11.5,-77.5,2023-01,760003560,2023-01-01T00:00:00Z,2023-03-27T14:00:00Z,0.13
-7.6,-79.699997,2023-01,11346,2023-01-01T11:00:00Z,2023-02-04T21:00:00Z,0.4
-8.2,-79.599998,2023-01,301240000,2023-01-01T15:00:00Z,2023-03-18T08:00:00Z,4.55
-15.5,-77.400002,2023-02,760000230,2023-01-01T02:00:00Z,2023-02-27T11:00:00Z,0.14
-11.1,-77.800003,2023-01,760005357,2023-01-01T05:00:00Z,2023-03-31T21:00:00Z,1.4
-7.7,-79.599998,2023-01,760003530,2023-01-01T00:00:00Z,2023-02-04T21:00:00Z,0.72
-15,-77.699997,2023-02,760018517,2023-01-01T08:00:00Z,2023-03-19T12:00:00Z,3.52
-7.7,-79.800003,2023-01,760000840,2023-01-08T06:00:00Z,2023-02-04T12:00:00Z,1.75
-6.8,-80.400002,2023-01,760000014,2023-01-01T01:00:00Z,2023-03-23T20:00:00Z,2.25
-15.4,-77.5,2023-02,760062957,2023-01-04T09:00:00Z,2023-02-19T15:00:00Z,5.21
-7.5,-79.900002,2023-01,760003390,2023-01-01T08:00:00Z,2023-03-22T07:00:00Z,0.86
-13.9,-76.599998,2023-01,760013553,2023-01-01T18:00:00Z,2023-02-07T17:00:00Z,0.47
-6.7,-80.400002,2023-01,760000290,2023-01-01T02:00:00Z,2023-03-25T03:00:00Z,1.2
-9,-80.5,2023-03,760013244,2023-01-01T21:00:00Z,2023-03-16T10:00:00Z,2.2
-9.2,-78.800003,2023-01,760020862,2023-01-01T18:00:00Z,2023-02-28T23:00:00Z,2.31
-9.8,-78.300003,2023-01,760068050,2023-01-01T10:00:00Z,2023-02-04T21:00:00Z,0.08
-10,-81,2023-01,500010210,2023-01-30T02:00:00Z,2023-03-26T11:00:00Z,1.26
-10.1,-78.300003,2023-02,760003380,2023-01-01T00:00:00Z,2023-03-20T05:00:00Z,3.76
-12.1,-77.300003,2023-02,760000020,2023-01-01T09:00:00Z,2023-02-13T21:00:00Z,1.24
-12.5,-77.099998,2023-01,760000180,2023-01-01T08:00:00Z,2023-03-28T05:00:00Z,1.25
-14.2,-77.400002,2023-02,760000850,2023-01-01T14:00:00Z,2023-03-31T23:00:00Z,0.24
-18.1,-70.900002,2023-01,789564123,2023-01-01T11:00:00Z,2023-02-26T13:00:00Z,3.11
-6.9,-80.5,2023-01,760000170,2023-01-01T19:00:00Z,2023-02-11T16:00:00Z,5.56
-13.7,-76.599998,2023-01,760018644,2023-01-01T09:00:00Z,2023-03-31T23:00:00Z,0.15
-12.4,-77,2023-01,760001210,2023-01-01T07:00:00Z,2023-02-04T21:00:00Z,2.27
-16.8,-78.199997,2023-03,760001310,2023-01-21T11:00:00Z,2023-03-31T21:00:00Z,15.51
-11.9,-77.300003,2023-01,760001250,2023-01-01T09:00:00Z,2023-03-28T16:00:00Z,2.38
-6.9,-80.099998,2023-01,760115435,2023-01-01T15:00:00Z,2023-02-05T17:00:00Z,0.13
-14.8,-77,2023-02,760000014,2023-01-01T01:00:00Z,2023-03-23T20:00:00Z,0.06
-6.8,-80.300003,2023-01,760011391,2023-01-01T23:00:00Z,2023-03-31T15:00:00Z,1.64
-7.4,-79.900002,2023-01,760001090,2023-01-01T00:00:00Z,2023-03-01T23:00:00Z,1.66
-7.3,-80,2023-01,760000770,2023-01-05T02:00:00Z,2023-03-13T01:00:00Z,2.66
-6.7,-80.800003,2023-01,760001228,2023-01-01T10:00:00Z,2023-03-31T23:00:00Z,4.14
-10.6,-78,2023-01,760017979,2023-01-01T07:00:00Z,2023-03-29T20:00:00Z,2.4
-13.3,-76.699997,2023-01,760019914,2023-01-01T07:00:00Z,2023-02-12T22:00:00Z,2.1
-6.4,-81,2023-01,760000850,2023-01-01T14:00:00Z,2023-03-31T23:00:00Z,3.13
-8,-79.699997,2023-01,760111409,2023-01-01T09:00:00Z,2023-02-06T22:00:00Z,0.55
-15.1,-77.199997,2023-03,760018813,2023-01-01T08:00:00Z,2023-03-31T19:00:00Z,2.52
-7.5,-79.900002,2023-01,760002911,2023-01-01T07:00:00Z,2023-03-20T10:00:00Z,1.46
-13.3,-76.800003,2023-01,760010399,2023-01-01T14:00:00Z,2023-03-31T23:00:00Z,1.05
-12.2,-77.300003,2023-01,760000110,2023-01-01T06:00:00Z,2023-03-18T16:00:00Z,0.48
-11.7,-77.5,2023-01,760000008,2023-01-01T07:00:00Z,2023-02-05T13:00:00Z,3.48
-12.3,-77.199997,2023-01,760000310,2023-01-01T07:00:00Z,2023-02-04T21:00:00Z,1.04
-7.7,-79.699997,2023-02,760112018,2023-01-01T09:00:00Z,2023-02-05T16:00:00Z,0.73
-7.4,-79.699997,2023-01,760009970,2023-01-01T00:00:00Z,2023-03-30T18:00:00Z,1.36
-13,-76.699997,2023-01,760000008,2023-01-01T07:00:00Z,2023-02-05T13:00:00Z,2
-9.1,-78.800003,2023-01,760115435,2023-01-01T15:00:00Z,2023-02-05T17:00:00Z,6.23
-6.6,-80.400002,2023-02,760000881,2023-01-01T13:00:00Z,2023-03-01T16:00:00Z,0.28
-8,-79.400002,2023-01,12432,2023-01-01T12:00:00Z,2023-02-07T20:00:00Z,0.82
-12.6,-77,2023-01,760014268,2023-01-01T07:00:00Z,2023-02-05T17:00:00Z,1.14
-13.7,-77.699997,2023-01,760062957,2023-01-04T09:00:00Z,2023-02-19T15:00:00Z,7.17
-15.5,-78,2023-03,735059025,2023-01-29T22:00:00Z,2023-03-29T21:00:00Z,2.82
-11.1,-77.699997,2023-01,760010447,2023-01-01T03:00:00Z,2023-03-17T21:00:00Z,1.53
-12.1,-78.699997,2023-03,760038246,2023-01-01T01:00:00Z,2023-03-12T05:00:00Z,0.14
-10.5,-78.099998,2023-02,760003380,2023-01-01T00:00:00Z,2023-03-20T05:00:00Z,2.79
-8.3,-79.800003,2023-02,760000780,2023-01-01T02:00:00Z,2023-03-31T23:00:00Z,4.12
-7.9,-79.800003,2023-02,760011391,2023-01-01T23:00:00Z,2023-03-31T15:00:00Z,0.08
-3.7,-81.400002,2023-01,735057560,2023-01-04T06:00:00Z,2023-03-17T16:00:00Z,5.34
-12.6,-76.800003,2023-01,760002911,2023-01-01T07:00:00Z,2023-03-20T10:00:00Z,5.66
-15.6,-77.199997,2023-02,760015259,2023-01-01T00:00:00Z,2023-03-23T11:00:00Z,0.07
-8.9,-78.800003,2023-01,760000320,2023-01-01T08:00:00Z,2023-02-04T21:00:00Z,1.86
-9.9,-78.400002,2023-01,760100091,2023-01-01T05:00:00Z,2023-03-19T00:00:00Z,2.85
-6.8,-80.400002,2023-02,760000850,2023-01-01T14:00:00Z,2023-03-31T23:00:00Z,2.16
-6,-81.300003,2023-01,760000510,2023-01-01T03:00:00Z,2023-02-05T18:00:00Z,0.57
-6.7,-80.900002,2023-01,760000400,2023-01-01T13:00:00Z,2023-03-24T21:00:00Z,0.73
-14.8,-77.800003,2023-02,760000110,2023-01-01T06:00:00Z,2023-03-18T16:00:00Z,0.14
-9.6,-78.599998,2023-01,760018644,2023-01-01T09:00:00Z,2023-03-31T23:00:00Z,2.37
-14.3,-77.400002,2023-02,760000670,2023-01-01T11:00:00Z,2023-02-16T00:00:00Z,1.16
-12.9,-76.699997,2023-01,760000110,2023-01-01T06:00:00Z,2023-03-18T16:00:00Z,3.88
-13.8,-76.5,2023-01,760000561,2023-01-01T21:00:00Z,2023-02-19T07:00:00Z,2.26
-13.3,-76.5,2023-01,760004122,2023-01-01T09:00:00Z,2023-03-19T11:00:00Z,4.3
-13.8,-76.5,2023-01,760002911,2023-01-01T07:00:00Z,2023-03-20T10:00:00Z,6.52
-10.4,-78.199997,2023-02,100007791,2023-01-03T09:00:00Z,2023-03-19T15:00:00Z,2.27
-7.9,-79.599998,2023-01,760011391,2023-01-01T23:00:00Z,2023-03-31T15:00:00Z,3.36
-15.8,-78,2023-03,735057685,2023-03-15T22:00:00Z,2023-03-31T23:00:00Z,6.29
-10.8,-78.400002,2023-03,760003520,2023-01-01T07:00:00Z,2023-03-23T12:00:00Z,3.9
-13.1,-76.900002,2023-02,760029039,2023-01-01T00:00:00Z,2023-03-29T03:00:00Z,1.26
-13.4,-77.099998,2023-03,760015259,2023-01-01T00:00:00Z,2023-03-23T11:00:00Z,11.53
-14.7,-77.5,2023-03,760000770,2023-01-05T02:00:00Z,2023-03-13T01:00:00Z,2.24
-7.6,-79.599998,2023-01,760005276,2023-01-01T21:00:00Z,2023-02-11T20:00:00Z,1.79
-15.2,-77.300003,2023-02,760012394,2023-01-01T01:00:00Z,2023-03-14T22:00:00Z,0.1
-8.3,-79.5,2023-02,760006259,2023-01-01T05:00:00Z,2023-03-28T14:00:00Z,2.02
-6,-82.400002,2023-02,760012232,2023-01-01T00:00:00Z,2023-03-31T02:00:00Z,1.33
-6.8,-80.199997,2023-01,760018644,2023-01-01T09:00:00Z,2023-03-31T23:00:00Z,3.48
-12,-77.099998,2023-02,760000022,2023-01-01T07:00:00Z,2023-03-31T12:00:00Z,0.35
-12.6,-77,2023-01,760000840,2023-01-08T06:00:00Z,2023-02-04T12:00:00Z,3.2
-7.6,-79.699997,2023-01,760003550,2023-01-01T00:00:00Z,2023-03-26T04:00:00Z,7.97
-6.9,-80.199997,2023-01,760001250,2023-01-01T09:00:00Z,2023-03-28T16:00:00Z,5.21
-12.4,-77.300003,2023-02,760010447,2023-01-01T03:00:00Z,2023-03-17T21:00:00Z,1.43
-12,-77.400002,2023-01,760014964,2023-01-01T07:00:00Z,2023-03-31T23:00:00Z,2.1
-7.8,-79.699997,2023-01,760000060,2023-01-01T08:00:00Z,2023-03-31T23:00:00Z,0.19
-5.7,-81.599998,2023-03,735057661,2023-03-13T07:00:00Z,2023-03-16T19:00:00Z,2.03
-6.8,-80.800003,2023-01,760038246,2023-01-01T01:00:00Z,2023-03-12T05:00:00Z,1.13
-11.4,-78.099998,2023-03,760038246,2023-01-01T01:00:00Z,2023-03-12T05:00:00Z,0.64
-16.7,-77.099998,2023-03,760004712,2023-01-01T01:00:00Z,2023-03-25T12:00:00Z,4.14
-14.2,-77.400002,2023-01,760062957,2023-01-04T09:00:00Z,2023-02-19T15:00:00Z,0.6
-7.8,-79.699997,2023-02,760001250,2023-01-01T09:00:00Z,2023-03-28T16:00:00Z,1.13
-8.1,-79.300003,2023-01,760000290,2023-01-01T02:00:00Z,2023-03-25T03:00:00Z,1.49
-12,-77.400002,2023-01,760000580,2023-01-01T07:00:00Z,2023-02-13T08:00:00Z,1.57
-12.4,-77.099998,2023-01,760010447,2023-01-01T03:00:00Z,2023-03-17T21:00:00Z,5.84
-8,-79.699997,2023-02,760000510,2023-01-01T03:00:00Z,2023-02-05T18:00:00Z,1.51
-12.7,-77,2023-01,760000210,2023-01-01T02:00:00Z,2023-03-16T12:00:00Z,1.51
-7.4,-80,2023-01,760000290,2023-01-01T02:00:00Z,2023-03-25T03:00:00Z,0.73
-15.3,-77.400002,2023-03,760000850,2023-01-01T14:00:00Z,2023-03-31T23:00:00Z,5.25
-8.4,-79,2023-01,760020862,2023-01-01T18:00:00Z,2023-02-28T23:00:00Z,1.94
-11.7,-77.400002,2023-01,760000180,2023-01-01T08:00:00Z,2023-03-28T05:00:00Z,4.29
-8.2,-79.099998,2023-01,760021429,2023-01-01T10:00:00Z,2023-02-04T05:00:00Z,0.38
-6.7,-80.5,2023-01,760011391,2023-01-01T23:00:00Z,2023-03-31T15:00:00Z,0.07
-12,-77.300003,2023-01,760000022,2023-01-01T07:00:00Z,2023-03-31T12:00:00Z,0.35
-16.4,-77.900002,2023-03,735058843,2023-03-17T23:00:00Z,2023-03-31T23:00:00Z,0.39
-9.6,-79.900002,2023-03,760000014,2023-01-01T01:00:00Z,2023-03-23T20:00:00Z,2.58
-11.5,-77.599998,2023-01,760001260,2023-01-01T14:00:00Z,2023-02-23T13:00:00Z,0.27
-12,-77.300003,2023-01,760999991,2023-01-01T07:00:00Z,2023-03-16T11:00:00Z,1.55
-14.8,-77.099998,2023-02,760000620,2023-01-02T01:00:00Z,2023-03-31T23:00:00Z,2.72
-6.7,-80.400002,2023-01,760001170,2023-01-01T07:00:00Z,2023-02-09T01:00:00Z,1.83
-13.5,-76.199997,2023-02,100007791,2023-01-03T09:00:00Z,2023-03-19T15:00:00Z,0.1
-9.9,-78.400002,2023-01,760000780,2023-01-01T02:00:00Z,2023-03-31T23:00:00Z,6.46
-8.1,-79.300003,2023-01,760001350,2023-01-10T07:00:00Z,2023-02-01T10:00:00Z,0.99
-7.3,-79.900002,2023-01,760000620,2023-01-02T01:00:00Z,2023-03-31T23:00:00Z,1.53
-17.5,-76.599998,2023-03,735058843,2023-03-17T23:00:00Z,2023-03-31T23:00:00Z,3.15
-7.8,-79.699997,2023-01,760018813,2023-01-01T08:00:00Z,2023-03-31T19:00:00Z,0.12
-13.8,-76.599998,2023-01,760100091,2023-01-01T05:00:00Z,2023-03-19T00:00:00Z,2.45
-11.5,-77.5,2023-01,760000060,2023-01-01T08:00:00Z,2023-03-31T23:00:00Z,1.59
-7.9,-79.699997,2023-02,301240000,2023-01-01T15:00:00Z,2023-03-18T08:00:00Z,0.4
-11.8,-77.400002,2023-01,6387,2023-01-01T09:00:00Z,2023-01-31T22:00:00Z,1.7
-9.5,-78.699997,2023-02,760018813,2023-01-01T08:00:00Z,2023-03-31T19:00:00Z,0.26
-7.7,-79.699997,2023-01,760033663,2023-01-01T05:00:00Z,2023-02-23T13:00:00Z,2.74
-13,-76.599998,2023-01,760001360,2023-01-01T09:00:00Z,2023-03-31T22:00:00Z,3.12
-9.1,-78.699997,2023-01,760000230,2023-01-01T02:00:00Z,2023-02-27T11:00:00Z,0.7
-12.5,-77,2023-01,760000920,2023-01-01T07:00:00Z,2023-03-01T03:00:00Z,1.56
-10,-78.400002,2023-02,760003540,2023-01-01T09:00:00Z,2023-03-30T14:00:00Z,1.32
-5.8,-83.599998,2023-03,735057662,2023-02-20T00:00:00Z,2023-03-22T13:00:00Z,0.25
-12,-77.400002,2023-02,760020286,2023-01-01T05:00:00Z,2023-03-31T20:00:00Z,3.5
-13,-76.599998,2023-01,760019914,2023-01-01T07:00:00Z,2023-02-12T22:00:00Z,4.76
-7.4,-79.699997,2023-01,760029039,2023-01-01T00:00:00Z,2023-03-29T03:00:00Z,8.37
-9.7,-81.699997,2023-02,760038087,2023-01-21T13:00:00Z,2023-03-31T23:00:00Z,5.56
-5.6,-81.199997,2023-01,760009970,2023-01-01T00:00:00Z,2023-03-30T18:00:00Z,3.54
-11.7,-77.400002,2023-01,760654046,2023-01-01T00:00:00Z,2023-02-01T18:00:00Z,1.04
-7,-80,2023-01,760001340,2023-01-01T08:00:00Z,2023-02-04T18:00:00Z,1.53
-7.8,-79.599998,2023-02,760001210,2023-01-01T07:00:00Z,2023-02-04T21:00:00Z,1.48
-15.3,-77.199997,2023-02,760000014,2023-01-01T01:00:00Z,2023-03-23T20:00:00Z,4.16
-11.9,-77.400002,2023-01,760000013,2023-01-01T06:00:00Z,2023-03-31T23:00:00Z,0.02
-6.6,-80.5,2023-01,760016948,2023-01-01T02:00:00Z,2023-03-30T22:00:00Z,0.07
-17.4,-77.599998,2023-03,500010210,2023-01-30T02:00:00Z,2023-03-26T11:00:00Z,1.35
-9.5,-78.599998,2023-01,760001210,2023-01-01T07:00:00Z,2023-02-04T21:00:00Z,1.7
-8.4,-79.199997,2023-01,760013244,2023-01-01T21:00:00Z,2023-03-16T10:00:00Z,0.13
-14.7,-77.5,2023-03,100007791,2023-01-03T09:00:00Z,2023-03-19T15:00:00Z,1.35
-12.3,-77.099998,2023-01,760003420,2023-01-01T02:00:00Z,2023-02-04T21:00:00Z,0.19
-16.9,-77.099998,2023-03,735059025,2023-01-29T22:00:00Z,2023-03-29T21:00:00Z,4.3
-8.1,-79.599998,2023-01,760005276,2023-01-01T21:00:00Z,2023-02-11T20:00:00Z,1.69
-8.8,-79.199997,2023-01,760001170,2023-01-01T07:00:00Z,2023-02-09T01:00:00Z,0.94
-6.6,-80.400002,2023-01,760012394,2023-01-01T01:00:00Z,2023-03-14T22:00:00Z,1.72
-7.7,-79.599998,2023-01,760040300,2023-01-01T09:00:00Z,2023-02-05T15:00:00Z,12.15
-17.9,-71.400002,2023-01,760061822,2023-01-01T00:00:00Z,2023-02-02T09:00:00Z,5.39
-13.4,-76.300003,2023-01,760031085,2023-01-01T09:00:00Z,2023-02-13T02:00:00Z,3.2
-14.1,-76.599998,2023-01,760110540,2023-01-01T00:00:00Z,2023-02-04T20:00:00Z,1.14
-11.2,-77.699997,2023-02,760013012,2023-01-01T04:00:00Z,2023-03-10T12:00:00Z,0.64
-7.6,-79.900002,2023-01,760001228,2023-01-01T10:00:00Z,2023-03-31T23:00:00Z,2.95
-10.9,-78.199997,2023-01,760003480,2023-01-01T00:00:00Z,2023-03-30T17:00:00Z,2.43
-8.2,-79.599998,2023-02,760010474,2023-01-01T10:00:00Z,2023-02-04T20:00:00Z,7.56
-7.5,-79.699997,2023-02,760018813,2023-01-01T08:00:00Z,2023-03-31T19:00:00Z,1.44
-16.5,-77.800003,2023-03,760001270,2023-01-21T14:00:00Z,2023-03-31T23:00:00Z,2.88
-10,-78.400002,2023-02,760003470,2023-01-01T07:00:00Z,2023-03-29T19:00:00Z,5.93
-14.6,-76.099998,2023-01,760012394,2023-01-01T01:00:00Z,2023-03-14T22:00:00Z,0.39
-13.9,-78,2023-02,760034538,2023-01-02T16:00:00Z,2023-03-28T22:00:00Z,2.35
-9,-78.900002,2023-01,760003580,2023-01-02T00:00:00Z,2023-03-31T21:00:00Z,0.06
-15.1,-75.5,2023-01,100007791,2023-01-03T09:00:00Z,2023-03-19T15:00:00Z,4.2
-12.1,-78.699997,2023-02,760018517,2023-01-01T08:00:00Z,2023-03-19T12:00:00Z,1.3
-9,-78.900002,2023-01,760015259,2023-01-01T00:00:00Z,2023-03-23T11:00:00Z,2.56
-16,-77.800003,2023-02,735057785,2023-02-05T01:00:00Z,2023-03-28T20:00:00Z,0.99
-9.9,-78.400002,2023-01,760001090,2023-01-01T00:00:00Z,2023-03-01T23:00:00Z,9.41
-15.7,-77.300003,2023-02,735057785,2023-02-05T01:00:00Z,2023-03-28T20:00:00Z,1.02
-7.6,-79.599998,2023-01,760000620,2023-01-02T01:00:00Z,2023-03-31T23:00:00Z,4.9
-8.3,-79.300003,2023-01,760001863,2023-01-01T08:00:00Z,2023-02-04T20:00:00Z,1.95
-12,-77.199997,2023-03,760014964,2023-01-01T07:00:00Z,2023-03-31T23:00:00Z,13.23
-12.2,-77.699997,2023-02,760001700,2023-01-02T01:00:00Z,2023-03-31T23:00:00Z,0.98
-7.7,-79.599998,2023-01,760000170,2023-01-01T19:00:00Z,2023-02-11T16:00:00Z,1.45
-7.5,-79.900002,2023-01,760013244,2023-01-01T21:00:00Z,2023-03-16T10:00:00Z,0.1
-12,-77.300003,2023-01,760000390,2023-01-01T07:00:00Z,2023-02-04T21:00:00Z,5.2
-8.5,-79.099998,2023-01,760000290,2023-01-01T02:00:00Z,2023-03-25T03:00:00Z,0.23
-11.8,-77.400002,2023-01,100007791,2023-01-03T09:00:00Z,2023-03-19T15:00:00Z,1.69
-10.4,-78.099998,2023-01,760012232,2023-01-01T00:00:00Z,2023-03-31T02:00:00Z,2.1
-14.5,-78.900002,2023-03,735057785,2023-02-05T01:00:00Z,2023-03-28T20:00:00Z,0.42
-5.5,-81.099998,2023-01,760000014,2023-01-01T01:00:00Z,2023-03-23T20:00:00Z,0.42
-15.4,-76.5,2023-03,760015259,2023-01-01T00:00:00Z,2023-03-23T11:00:00Z,0.31
-8.2,-79.400002,2023-01,760001111,2023-01-01T07:00:00Z,2023-03-07T16:00:00Z,0.53
-12.3,-77.099998,2023-01,760019820,2023-01-01T08:00:00Z,2023-01-30T02:00:00Z,0.97
-10.3,-78.199997,2023-01,760001180,2023-01-01T12:00:00Z,2023-03-12T13:00:00Z,1.73
-13.8,-76.400002,2023-02,760003146,2023-01-04T08:00:00Z,2023-03-24T21:00:00Z,0.23
-6.8,-80.199997,2023-01,760015261,2023-01-01T00:00:00Z,2023-03-26T03:00:00Z,5.28
-13.2,-79.199997,2023-03,760038087,2023-01-21T13:00:00Z,2023-03-31T23:00:00Z,0.25
-13.7,-76.599998,2023-01,760027200,2023-01-03T12:00:00Z,2023-02-12T22:00:00Z,0.55
-8.3,-79.199997,2023-01,760003570,2023-01-01T04:00:00Z,2023-03-31T07:00:00Z,1.45
-13.5,-76.199997,2023-01,789564123,2023-01-01T11:00:00Z,2023-02-26T13:00:00Z,1.03
-14.3,-80.099998,2023-02,760001310,2023-01-21T11:00:00Z,2023-03-31T21:00:00Z,2.14
-7,-79.900002,2023-01,760000400,2023-01-01T13:00:00Z,2023-03-24T21:00:00Z,1.31
-6,-81.199997,2023-01,760020862,2023-01-01T18:00:00Z,2023-02-28T23:00:00Z,1.48
-13.4,-76.5,2023-01,760000110,2023-01-01T06:00:00Z,2023-03-18T16:00:00Z,1.05
-8,-79.400002,2023-01,760033663,2023-01-01T05:00:00Z,2023-02-23T13:00:00Z,6.42
-10.4,-78.199997,2023-01,760009908,2023-01-01T00:00:00Z,2023-03-19T00:00:00Z,1.16
-13.4,-77.199997,2023-03,760005124,2023-01-01T01:00:00Z,2023-03-24T02:00:00Z,4.61
-14.5,-77.400002,2023-02,760038247,2023-01-01T00:00:00Z,2023-03-02T19:00:00Z,2
-8.3,-79.199997,2023-01,760012232,2023-01-01T00:00:00Z,2023-03-31T02:00:00Z,1.8
-12,-77.199997,2023-02,760000786,2023-02-13T20:00:00Z,2023-02-18T13:00:00Z,0.82
-8.4,-79.099998,2023-01,760001180,2023-01-01T12:00:00Z,2023-03-12T13:00:00Z,0.57
-13.8,-76.699997,2023-01,760020862,2023-01-01T18:00:00Z,2023-02-28T23:00:00Z,1.06
-6.3,-81,2023-01,760006259,2023-01-01T05:00:00Z,2023-03-28T14:00:00Z,6.71
-7.3,-79.900002,2023-01,760005276,2023-01-01T21:00:00Z,2023-02-11T20:00:00Z,1.7
-10.4,-78.199997,2023-01,760020285,2023-01-01T11:00:00Z,2023-02-04T19:00:00Z,0.72
-15.3,-77.400002,2023-03,760004122,2023-01-01T09:00:00Z,2023-03-19T11:00:00Z,1.83
-9.9,-78.300003,2023-01,760000670,2023-01-01T11:00:00Z,2023-02-16T00:00:00Z,1.79
-6.3,-81,2023-01,760013012,2023-01-01T04:00:00Z,2023-03-10T12:00:00Z,9.44
-13.4,-76.400002,2023-01,760012234,2023-01-01T03:00:00Z,2023-02-21T00:00:00Z,1.35
-14.1,-77,2023-03,301240000,2023-01-01T15:00:00Z,2023-03-18T08:00:00Z,1.08
-8,-79.400002,2023-01,760003530,2023-01-01T00:00:00Z,2023-02-04T21:00:00Z,5.53
-13.3,-76.599998,2023-01,760001360,2023-01-01T09:00:00Z,2023-03-31T22:00:00Z,2.3
-8,-79.599998,2023-01,760111409,2023-01-01T09:00:00Z,2023-02-06T22:00:00Z,0.77
-13.7,-76.599998,2023-01,760003440,2023-01-01T04:00:00Z,2023-02-04T20:00:00Z,1.62
-13.1,-77.300003,2023-02,760003146,2023-01-04T08:00:00Z,2023-03-24T21:00:00Z,0.22
-8.3,-79,2023-01,760013553,2023-01-01T18:00:00Z,2023-02-07T17:00:00Z,0.71
-7.5,-79.699997,2023-01,760115435,2023-01-01T15:00:00Z,2023-02-05T17:00:00Z,6.62
-9.7,-78.5,2023-02,760003580,2023-01-02T00:00:00Z,2023-03-31T21:00:00Z,0.06
-16.5,-77.099998,2023-03,760001310,2023-01-21T11:00:00Z,2023-03-31T21:00:00Z,0.14
-12,-77.400002,2023-01,1458,2023-01-01T08:00:00Z,2023-02-01T04:00:00Z,1.18
-10.5,-78.099998,2023-01,760002915,2023-01-01T06:00:00Z,2023-03-31T18:00:00Z,1.29
-9.5,-78.5,2023-01,760009970,2023-01-01T00:00:00Z,2023-03-30T18:00:00Z,0.08
-15,-77.199997,2023-02,760000014,2023-01-01T01:00:00Z,2023-03-23T20:00:00Z,1.02
-12.6,-76.900002,2023-01,760003470,2023-01-01T07:00:00Z,2023-03-29T19:00:00Z,2.09
-8.3,-79.099998,2023-01,760020285,2023-01-01T11:00:00Z,2023-02-04T19:00:00Z,2.11
-12.3,-77.099998,2023-01,760000310,2023-01-01T07:00:00Z,2023-02-04T21:00:00Z,1.79
-8.2,-79.199997,2023-01,760010398,2023-01-01T00:00:00Z,2023-02-18T08:00:00Z,3.74
-7.7,-79.599998,2023-02,760112018,2023-01-01T09:00:00Z,2023-02-05T16:00:00Z,2.72
-13,-76.599998,2023-01,760000008,2023-01-01T07:00:00Z,2023-02-05T13:00:00Z,0.81
-7.9,-79.900002,2023-02,760000870,2023-01-01T18:00:00Z,2023-02-04T15:00:00Z,7.57
