lat,lon,time range,mmsi,entry timestamp,exit timestamp,apparent fishing hours
-6.6,-80.5,2023-01,760000670,2023-01-01T11:00:00Z,2023-02-16T00:00:00Z,0.52
-11.6,-77.5,2023-01,760003510,2023-01-01T07:00:00Z,2023-03-29T20:00:00Z,0.19
-11.7,-77.400002,2023-01,760019914,2023-01-01T07:00:00Z,2023-02-12T22:00:00Z,1.55
-11.7,-77.400002,2023-01,760001360,2023-01-01T09:00:00Z,2023-03-31T22:00:00Z,11.13
-8.4,-81.900002,2023-03,500010210,2023-01-30T02:00:00Z,2023-03-26T11:00:00Z,0.04
-9.3,-78.699997,2023-01,760000290,2023-01-01T02:00:00Z,2023-03-25T03:00:00Z,1.6
-10.7,-77.900002,2023-01,760014964,2023-01-01T07:00:00Z,2023-03-31T23:00:00Z,2.35
-15.3,-79.199997,2023-03,735057859,2023-03-07T23:00:00Z,2023-03-17T00:00:00Z,5.01
-11.5,-77.5,2023-01,760001863,2023-01-01T08:00:00Z,2023-02-04T20:00:00Z,2.8
-13,-76.599998,2023-01,760654046,2023-01-01T00:00:00Z,2023-02-01T18:00:00Z,0.15
-12.2,-78.199997,2023-03,760038246,2023-01-01T01:00:00Z,2023-03-12T05:00:00Z,0.4
-9.8,-78.5,2023-01,760019080,2023-01-01T08:00:00Z,2023-02-23T19:00:00Z,2.14
-6.7,-80.800003,2023-01,760001111,2023-01-01T07:00:00Z,2023-03-07T16:00:00Z,3.58
-13,-76.699997,2023-01,760038246,2023-01-01T01:00:00Z,2023-03-12T05:00:00Z,1.27
-6.6,-80.599998,2023-01,760000230,2023-01-01T02:00:00Z,2023-02-27T11:00:00Z,1.13
-9.1,-78.599998,2023-02,760000270,2023-02-07T02:00:00Z,2023-02-13T04:00:00Z,16.17
-14.1,-76.5,2023-02,760012186,2023-01-01T07:00:00Z,2023-03-30T20:00:00Z,1.19
-13.2,-77.099998,2023-01,760001260,2023-01-01T14:00:00Z,2023-02-23T13:00:00Z,4.1
-12.3,-77.099998,2023-01,760001090,2023-01-01T00:00:00Z,2023-03-01T23:00:00Z,1.84
-12,-77.199997,2023-03,760000360,2023-01-02T01:00:00Z,2023-03-31T23:00:00Z,67.49
-15.7,-76.699997,2023-03,760000014,2023-01-01T01:00:00Z,2023-03-23T20:00:00Z,1.87
-7.8,-79.599998,2023-02,760003570,2023-01-01T04:00:00Z,2023-03-31T07:00:00Z,1.23
-9.5,-78.599998,2023-01,760012232,2023-01-01T00:00:00Z,2023-03-31T02:00:00Z,4.58
-6.7,-80.800003,2023-01,760018517,2023-01-01T08:00:00Z,2023-03-19T12:00:00Z,5.24
-7.7,-79.699997,2023-01,760003390,2023-01-01T08:00:00Z,2023-03-22T07:00:00Z,2.3
-5.8,-81.300003,2023-01,760006125,2023-01-01T02:00:00Z,2023-03-31T23:00:00Z,6.62
-13.4,-78.5,2023-02,760001310,2023-01-21T11:00:00Z,2023-03-31T21:00:00Z,1.85
-8.3,-80.199997,2023-01,760038248,2023-01-01T00:00:00Z,2023-02-10T19:00:00Z,0.13
-8.2,-79.599998,2023-02,760001170,2023-01-01T07:00:00Z,2023-02-09T01:00:00Z,3.03
-12.1,-77.300003,2023-01,760012186,2023-01-01T07:00:00Z,2023-03-30T20:00:00Z,0.25
-15.7,-76.699997,2023-03,789654321,2023-02-10T08:00:00Z,2023-03-31T20:00:00Z,0.53
-13,-76.800003,2023-01,760010398,2023-01-01T00:00:00Z,2023-02-18T08:00:00Z,1.58
-7.5,-79.800003,2023-02,760003570,2023-01-01T04:00:00Z,2023-03-31T07:00:00Z,0.79
-12.5,-76.900002,2023-01,760001170,2023-01-01T07:00:00Z,2023-02-09T01:00:00Z,6.96
-12.2,-77.300003,2023-03,760003520,2023-01-01T07:00:00Z,2023-03-23T12:00:00Z,1.47
-14.7,-77.699997,2023-02,760016662,2023-01-01T01:00:00Z,2023-03-25T05:00:00Z,1.76
-15.1,-77.199997,2023-03,100007791,2023-01-03T09:00:00Z,2023-03-19T15:00:00Z,1.88
-12.9,-76.699997,2023-01,760012234,2023-01-01T03:00:00Z,2023-02-21T00:00:00Z,1.37
-13.5,-76.199997,2023-03,760002911,2023-01-01T07:00:00Z,2023-03-20T10:00:00Z,1.15
-8.3,-79.099998,2023-01,760001250,2023-01-01T09:00:00Z,2023-03-28T16:00:00Z,5.63
-12.4,-77.099998,2023-01,1458,2023-01-01T08:00:00Z,2023-02-01T04:00:00Z,1.45
-6.3,-80.900002,2023-01,760000230,2023-01-01T02:00:00Z,2023-02-27T11:00:00Z,0.88
-7.6,-79.900002,2023-01,760006709,2023-01-01T08:00:00Z,2023-03-28T14:00:00Z,3.5
-15.2,-76.800003,2023-02,760018813,2023-01-01T08:00:00Z,2023-03-31T19:00:00Z,3.06
-6.8,-80.300003,2023-01,760027204,2023-01-01T09:00:00Z,2023-02-18T15:00:00Z,1.35
-12.3,-77,2023-01,760002911,2023-01-01T07:00:00Z,2023-03-20T10:00:00Z,1.92
-14.5,-76.5,2023-01,760012186,2023-01-01T07:00:00Z,2023-03-30T20:00:00Z,0.06
-8.2,-79.199997,2023-01,11346,2023-01-01T11:00:00Z,2023-02-04T21:00:00Z,10.74
-8,-79.599998,2023-02,760013060,2023-01-01T11:00:00Z,2023-03-28T02:00:00Z,1.24
-8.2,-79.199997,2023-01,14334,2023-01-01T09:00:00Z,2023-02-04T22:00:00Z,8.09
-8.4,-79.099998,2023-01,760003530,2023-01-01T00:00:00Z,2023-02-04T21:00:00Z,1.95
-11.6,-77.5,2023-01,760003480,2023-01-01T00:00:00Z,2023-03-30T17:00:00Z,1.02
-6.9,-81.199997,2023-03,760012232,2023-01-01T00:00:00Z,2023-03-31T02:00:00Z,0.96
-8.3,-79.099998,2023-01,760020745,2023-01-03T09:00:00Z,2023-01-07T22:00:00Z,1.36
-6.9,-80.5,2023-01,760001180,2023-01-01T12:00:00Z,2023-03-12T13:00:00Z,4.32
-12,-77.199997,2023-01,760100091,2023-01-01T05:00:00Z,2023-03-19T00:00:00Z,1.45
-8.2,-79.199997,2023-01,760006255,2023-01-01T00:00:00Z,2023-02-08T02:00:00Z,2.01
-14.5,-77,2023-03,760003510,2023-01-01T07:00:00Z,2023-03-29T20:00:00Z,2.86
-6.8,-80.599998,2023-01,760003550,2023-01-01T00:00:00Z,2023-03-26T04:00:00Z,3.55
-8,-79.400002,2023-01,760003390,2023-01-01T08:00:00Z,2023-03-22T07:00:00Z,6.18
-15.4,-77.099998,2023-03,760000850,2023-01-01T14:00:00Z,2023-03-31T23:00:00Z,5.52
-16.3,-78,2023-03,735057785,2023-02-05T01:00:00Z,2023-03-28T20:00:00Z,0.91
-13.2,-76.5,2023-01,760016647,2023-01-01T08:00:00Z,2023-02-04T19:00:00Z,1.71
-12.2,-77.199997,2023-01,760003440,2023-01-01T04:00:00Z,2023-02-04T20:00:00Z,0.57
-14.6,-77.800003,2023-02,760000230,2023-01-01T02:00:00Z,2023-02-27T11:00:00Z,4.81
-11.8,-77.400002,2023-01,760001020,2023-01-01T07:00:00Z,2023-02-04T20:00:00Z,0.35
-12,-77.300003,2023-01,760017979,2023-01-01T07:00:00Z,2023-03-29T20:00:00Z,7.7
-7.5,-79.699997,2023-02,760001863,2023-01-01T08:00:00Z,2023-02-04T20:00:00Z,1.61
-11.8,-77.400002,2023-01,760003560,2023-01-01T00:00:00Z,2023-03-27T14:00:00Z,1.04
-15.9,-77.400002,2023-03,760038087,2023-01-21T13:00:00Z,2023-03-31T23:00:00Z,2.12
-9.2,-80.5,2023-03,760018517,2023-01-01T08:00:00Z,2023-03-19T12:00:00Z,4
-15.5,-77.400002,2023-02,100007791,2023-01-03T09:00:00Z,2023-03-19T15:00:00Z,1.48
-12.7,-76.800003,2023-01,760019080,2023-01-01T08:00:00Z,2023-02-23T19:00:00Z,1.81
-10,-78.300003,2023-01,760014268,2023-01-01T07:00:00Z,2023-02-05T17:00:00Z,3.69
-7.7,-79.5,2023-01,760016662,2023-01-01T01:00:00Z,2023-03-25T05:00:00Z,0.52
-12.3,-77.099998,2023-01,760000780,2023-01-01T02:00:00Z,2023-03-31T23:00:00Z,1.53
-12.9,-76.699997,2023-03,760003520,2023-01-01T07:00:00Z,2023-03-23T12:00:00Z,2.27
-14.6,-77.400002,2023-03,760000022,2023-01-01T07:00:00Z,2023-03-31T12:00:00Z,1.35
-9.2,-78.800003,2023-02,760013060,2023-01-01T11:00:00Z,2023-03-28T02:00:00Z,1.49
-7.7,-79.699997,2023-02,760002940,2023-01-01T10:00:00Z,2023-02-04T16:00:00Z,3.01
-14.5,-76.900002,2023-03,760015259,2023-01-01T00:00:00Z,2023-03-23T11:00:00Z,5.55
-8.2,-81,2023-02,500010210,2023-01-30T02:00:00Z,2023-03-26T11:00:00Z,4.79
-13,-76.599998,2023-01,789564123,2023-01-01T11:00:00Z,2023-02-26T13:00:00Z,0.12
-6.8,-80.099998,2023-01,760004712,2023-01-01T01:00:00Z,2023-03-25T12:00:00Z,0.1
-13.3,-76.400002,2023-01,760029039,2023-01-01T00:00:00Z,2023-03-29T03:00:00Z,2.71
-12.4,-77.5,2023-03,760004122,2023-01-01T09:00:00Z,2023-03-19T11:00:00Z,4.48
-3.8,-81.400002,2023-02,760028711,2023-01-01T09:00:00Z,2023-03-27T04:00:00Z,6.44
-7.2,-79.900002,2023-01,760013244,2023-01-01T21:00:00Z,2023-03-16T10:00:00Z,2.9
-10.8,-77.900002,2023-01,760020286,2023-01-01T05:00:00Z,2023-03-31T20:00:00Z,1.34
-10.4,-78.199997,2023-01,760012186,2023-01-01T07:00:00Z,2023-03-30T20:00:00Z,3.65
-3.5,-81.300003,2023-02,760028711,2023-01-01T09:00:00Z,2023-03-27T04:00:00Z,0.64
-6.7,-80.900002,2023-01,760001340,2023-01-01T08:00:00Z,2023-02-04T18:00:00Z,0.58
-6.8,-80.699997,2023-01,760003540,2023-01-01T09:00:00Z,2023-03-30T14:00:00Z,8.54
-14.9,-76.900002,2023-02,760000210,2023-01-01T02:00:00Z,2023-03-16T12:00:00Z,3.41
-13.9,-76.599998,2023-01,760015259,2023-01-01T00:00:00Z,2023-03-23T11:00:00Z,2.02
-10.9,-78.199997,2023-01,760020862,2023-01-01T18:00:00Z,2023-02-28T23:00:00Z,3.2
-8.3,-79.199997,2023-01,760015312,2023-01-01T08:00:00Z,2023-02-05T13:00:00Z,1.07
-8.3,-79.099998,2023-01,760012186,2023-01-01T07:00:00Z,2023-03-30T20:00:00Z,0.7
-8.4,-79.300003,2023-01,760018517,2023-01-01T08:00:00Z,2023-03-19T12:00:00Z,0.95
-4.1,-82.400002,2023-02,760012232,2023-01-01T00:00:00Z,2023-03-31T02:00:00Z,1.86
-11.6,-77.5,2023-01,760000310,2023-01-01T07:00:00Z,2023-02-04T21:00:00Z,8.3
-7.6,-79.599998,2023-01,760000770,2023-01-05T02:00:00Z,2023-03-13T01:00:00Z,6.64
-10.3,-78.199997,2023-02,760018517,2023-01-01T08:00:00Z,2023-03-19T12:00:00Z,1.41
-7.7,-79.699997,2023-01,760000191,2023-01-01T15:00:00Z,2023-03-31T15:00:00Z,17.07
-8,-79.5,2023-03,760038246,2023-01-01T01:00:00Z,2023-03-12T05:00:00Z,0.23
-6.9,-80.599998,2023-01,760011391,2023-01-01T23:00:00Z,2023-03-31T15:00:00Z,1.77
-13.3,-77,2023-01,760001250,2023-01-01T09:00:00Z,2023-03-28T16:00:00Z,0.22
-14.5,-77.599998,2023-02,2349,2023-01-01T09:00:00Z,2023-02-15T00:00:00Z,4.17
-7.5,-79.800003,2023-02,760003490,2023-01-01T09:00:00Z,2023-03-31T03:00:00Z,0.55
-7.7,-79.800003,2023-01,760001228,2023-01-01T10:00:00Z,2023-03-31T23:00:00Z,6.49
-8.2,-79.599998,2023-02,760110077,2023-01-01T08:00:00Z,2023-02-05T17:00:00Z,2.99
-12,-77.800003,2023-03,760004503,2023-01-01T07:00:00Z,2023-03-31T23:00:00Z,1.5
-11.1,-77.900002,2023-01,760003480,2023-01-01T00:00:00Z,2023-03-30T17:00:00Z,0.61
-8.5,-82.900002,2023-03,735057662,2023-02-20T00:00:00Z,2023-03-22T13:00:00Z,0.31
-7.6,-79.900002,2023-02,760000170,2023-01-01T19:00:00Z,2023-02-11T16:00:00Z,0.52
-9.9,-78.400002,2023-01,760000290,2023-01-01T02:00:00Z,2023-03-25T03:00:00Z,0.05
-6.7,-81,2023-01,760013244,2023-01-01T21:00:00Z,2023-03-16T10:00:00Z,2
-8,-79.300003,2023-01,760003550,2023-01-01T00:00:00Z,2023-03-26T04:00:00Z,5.19
-7.9,-79.5,2023-01,760040300,2023-01-01T09:00:00Z,2023-02-05T15:00:00Z,7.22
-14.5,-76.400002,2023-01,760012232,2023-01-01T00:00:00Z,2023-03-31T02:00:00Z,0.93
-9.1,-78.699997,2023-01,760021429,2023-01-01T10:00:00Z,2023-02-04T05:00:00Z,1
-13.8,-76.699997,2023-01,760003480,2023-01-01T00:00:00Z,2023-03-30T17:00:00Z,0.32
-9,-78.800003,2023-01,760068050,2023-01-01T10:00:00Z,2023-02-04T21:00:00Z,1.02
-7.7,-79.599998,2023-02,760001228,2023-01-01T10:00:00Z,2023-03-31T23:00:00Z,2.32
-7,-80.099998,2023-01,760000850,2023-01-01T14:00:00Z,2023-03-31T23:00:00Z,0.74
-14.1,-76.5,2023-02,700000056,2023-01-02T09:00:00Z,2023-02-04T21:00:00Z,2.35
-7.4,-79.699997,2023-01,760000920,2023-01-01T07:00:00Z,2023-03-01T03:00:00Z,6.72
-11.9,-77.300003,2023-01,760654046,2023-01-01T00:00:00Z,2023-02-01T18:00:00Z,6.8
-8.2,-79.300003,2023-01,760001250,2023-01-01T09:00:00Z,2023-03-28T16:00:00Z,14.44
-11.4,-77.699997,2023-01,760003470,2023-01-01T07:00:00Z,2023-03-29T19:00:00Z,0.08
-17.2,-72.099998,2023-02,760003570,2023-01-01T04:00:00Z,2023-03-31T07:00:00Z,4.14
-7,-80.199997,2023-01,760900000,2023-01-02T02:00:00Z,2023-01-15T08:00:00Z,0.77
-16.9,-78,2023-03,760001310,2023-01-21T11:00:00Z,2023-03-31T21:00:00Z,0.02
-6.9,-80.099998,2023-01,760003490,2023-01-01T09:00:00Z,2023-03-31T03:00:00Z,4.74
-11.9,-77.199997,2023-01,760010376,2023-01-01T08:00:00Z,2023-02-04T20:00:00Z,0.73
-16.7,-77.199997,2023-03,760001270,2023-01-21T14:00:00Z,2023-03-31T23:00:00Z,0.89
-7.3,-79.800003,2023-01,760000170,2023-01-01T19:00:00Z,2023-02-11T16:00:00Z,0.95
-13.9,-78.199997,2023-02,760003580,2023-01-02T00:00:00Z,2023-03-31T21:00:00Z,2.24
-13.7,-76.699997,2023-01,760999991,2023-01-01T07:00:00Z,2023-03-16T11:00:00Z,1.94
-10.1,-81,2023-02,760001310,2023-01-21T11:00:00Z,2023-03-31T21:00:00Z,6.76
-13.5,-76.199997,2023-01,760019914,2023-01-01T07:00:00Z,2023-02-12T22:00:00Z,0.52
-12.9,-76.699997,2023-01,760000780,2023-01-01T02:00:00Z,2023-03-31T23:00:00Z,17.69
-17,-78,2023-03,760001310,2023-01-21T11:00:00Z,2023-03-31T21:00:00Z,5
-7.8,-79.599998,2023-02,760003490,2023-01-01T09:00:00Z,2023-03-31T03:00:00Z,0.81
-8.4,-79.300003,2023-01,760004503,2023-01-01T07:00:00Z,2023-03-31T23:00:00Z,2.35
-6.7,-80.300003,2023-01,760012394,2023-01-01T01:00:00Z,2023-03-14T22:00:00Z,1.14
-8.5,-79.099998,2023-01,760000780,2023-01-01T02:00:00Z,2023-03-31T23:00:00Z,1.13
-15.4,-77.300003,2023-02,760100091,2023-01-01T05:00:00Z,2023-03-19T00:00:00Z,2.01
-10.3,-78.199997,2023-02,760004503,2023-01-01T07:00:00Z,2023-03-31T23:00:00Z,1.03
-12,-78.599998,2023-02,760015259,2023-01-01T00:00:00Z,2023-03-23T11:00:00Z,1.52
-13.9,-76.599998,2023-01,760002915,2023-01-01T06:00:00Z,2023-03-31T18:00:00Z,2.4
-9.5,-78.699997,2023-02,760021429,2023-01-01T10:00:00Z,2023-02-04T05:00:00Z,2.36
-13.5,-76.300003,2023-01,760010399,2023-01-01T14:00:00Z,2023-03-31T23:00:00Z,2.54
-12.7,-77,2023-01,760000370,2023-01-01T08:00:00Z,2023-03-26T01:00:00Z,1.45
-10.3,-78.199997,2023-01,760002950,2023-01-01T11:00:00Z,2023-02-07T17:00:00Z,2.03
-7.4,-80,2023-01,760001090,2023-01-01T00:00:00Z,2023-03-01T23:00:00Z,1.54
-14.5,-77.900002,2023-02,760000670,2023-01-01T11:00:00Z,2023-02-16T00:00:00Z,0.65
-7.3,-79.900002,2023-01,760000770,2023-01-05T02:00:00Z,2023-03-13T01:00:00Z,0.55
-8.1,-79.300003,2023-01,760001090,2023-01-01T00:00:00Z,2023-03-01T23:00:00Z,6.42
-12.4,-77,2023-01,760038246,2023-01-01T01:00:00Z,2023-03-12T05:00:00Z,0.5
-14.4,-77.099998,2023-02,760062957,2023-01-04T09:00:00Z,2023-02-19T15:00:00Z,0.81
-12,-77.099998,2023-03,760003580,2023-01-02T00:00:00Z,2023-03-31T21:00:00Z,1.14
-14.9,-75.699997,2023-02,760000210,2023-01-01T02:00:00Z,2023-03-16T12:00:00Z,1.37
-8.2,-79.099998,2023-01,760018813,2023-01-01T08:00:00Z,2023-03-31T19:00:00Z,3.43
-16.1,-77.199997,2023-03,760038087,2023-01-21T13:00:00Z,2023-03-31T23:00:00Z,0.18
-9.8,-78.400002,2023-01,760000233,2023-01-01T10:00:00Z,2023-02-23T02:00:00Z,4.85
-14.3,-77.699997,2023-02,760000620,2023-01-02T01:00:00Z,2023-03-31T23:00:00Z,7.66
-7.7,-79.800003,2023-01,760004180,2023-01-01T00:00:00Z,2023-03-29T14:00:00Z,0.26
-7,-80.099998,2023-01,760005124,2023-01-01T01:00:00Z,2023-03-24T02:00:00Z,5
-13.4,-76.300003,2023-01,760020286,2023-01-01T05:00:00Z,2023-03-31T20:00:00Z,0.44
-12.6,-76.900002,2023-03,760004503,2023-01-01T07:00:00Z,2023-03-31T23:00:00Z,2.68
-8.4,-79.099998,2023-01,760002950,2023-01-01T11:00:00Z,2023-02-07T17:00:00Z,4.38
-12.5,-77.099998,2023-01,760001250,2023-01-01T09:00:00Z,2023-03-28T16:00:00Z,0.23
-7.5,-79.699997,2023-02,760014259,2023-01-01T12:00:00Z,2023-02-04T20:00:00Z,0.17
-5,-81.599998,2023-03,735057661,2023-03-13T07:00:00Z,2023-03-16T19:00:00Z,2.09
-7.3,-79.800003,2023-01,760000590,2023-01-01T01:00:00Z,2023-03-26T05:00:00Z,0.42
-13.4,-76.400002,2023-01,760000310,2023-01-01T07:00:00Z,2023-02-04T21:00:00Z,21.28
-3.6,-81.800003,2023-02,760012232,2023-01-01T00:00:00Z,2023-03-31T02:00:00Z,2.31
-11.1,-77.800003,2023-01,760110540,2023-01-01T00:00:00Z,2023-02-04T20:00:00Z,2.92
-11.9,-77.300003,2023-01,760000180,2023-01-01T08:00:00Z,2023-03-28T05:00:00Z,0.08
-8.1,-79.199997,2023-01,2349,2023-01-01T09:00:00Z,2023-02-15T00:00:00Z,0.11
-8.2,-79.599998,2023-02,760003420,2023-01-01T02:00:00Z,2023-02-04T21:00:00Z,1.58
-7.1,-80.099998,2023-01,760012394,2023-01-01T01:00:00Z,2023-03-14T22:00:00Z,6
-17.2,-77.099998,2023-03,760100142,2023-03-20T18:00:00Z,2023-03-31T23:00:00Z,0.09
-7.6,-79.599998,2023-01,760001863,2023-01-01T08:00:00Z,2023-02-04T20:00:00Z,0.75
-13.5,-76.300003,2023-01,760006255,2023-01-01T00:00:00Z,2023-02-08T02:00:00Z,1.03
-12.8,-76.900002,2023-01,760000310,2023-01-01T07:00:00Z,2023-02-04T21:00:00Z,1.35
-10.5,-78.099998,2023-02,760020286,2023-01-01T05:00:00Z,2023-03-31T20:00:00Z,2.14
-15.7,-77.699997,2023-02,760000881,2023-01-01T13:00:00Z,2023-03-01T16:00:00Z,1.21
-7.5,-79.900002,2023-01,760009905,2023-01-01T06:00:00Z,2023-02-04T23:00:00Z,5.15
-7.5,-79.900002,2023-02,760003460,2023-01-01T08:00:00Z,2023-02-09T14:00:00Z,1.62
-11.5,-77.5,2023-01,76011393,2023-01-01T07:00:00Z,2023-01-24T09:00:00Z,4.59
-11,-77.800003,2023-01,760040300,2023-01-01T09:00:00Z,2023-02-05T15:00:00Z,1.97
-8.1,-79.5,2023-01,760020286,2023-01-01T05:00:00Z,2023-03-31T20:00:00Z,0.27
-12.3,-78.699997,2023-03,760066412,2023-01-14T15:00:00Z,2023-03-28T14:00:00Z,6.17
-7,-80,2023-01,760038248,2023-01-01T00:00:00Z,2023-02-10T19:00:00Z,4.52
-9.8,-78.400002,2023-01,760002915,2023-01-01T06:00:00Z,2023-03-31T18:00:00Z,5.18
-6.7,-80.400002,2023-01,760000780,2023-01-01T02:00:00Z,2023-03-31T23:00:00Z,3.22
-6.7,-80.5,2023-03,760028711,2023-01-01T09:00:00Z,2023-03-27T04:00:00Z,7.35
-9.9,-78.400002,2023-01,760001170,2023-01-01T07:00:00Z,2023-02-09T01:00:00Z,9.32
-11.5,-77.5,2023-01,760000020,2023-01-01T09:00:00Z,2023-02-13T21:00:00Z,4.53
-12.3,-79.099998,2023-02,760001310,2023-01-21T11:00:00Z,2023-03-31T21:00:00Z,3.01
-15.4,-77.599998,2023-02,100007791,2023-01-03T09:00:00Z,2023-03-19T15:00:00Z,0.08
-7.8,-79.599998,2023-01,760000320,2023-01-01T08:00:00Z,2023-02-04T21:00:00Z,2.53
-6.6,-80.800003,2023-01,760000400,2023-01-01T13:00:00Z,2023-03-24T21:00:00Z,3.6
-6.9,-80.300003,2023-01,760000320,2023-01-01T08:00:00Z,2023-02-04T21:00:00Z,2.41
-12.2,-77.199997,2023-01,760017979,2023-01-01T07:00:00Z,2023-03-29T20:00:00Z,10.33
-9.9,-78.5,2023-01,760011391,2023-01-01T23:00:00Z,2023-03-31T15:00:00Z,2.26
-14.6,-77.699997,2023-02,760001700,2023-01-02T01:00:00Z,2023-03-31T23:00:00Z,0.25
-7.9,-79.5,2023-01,760003530,2023-01-01T00:00:00Z,2023-02-04T21:00:00Z,4.12
-6.3,-80.900002,2023-01,760005276,2023-01-01T21:00:00Z,2023-02-11T20:00:00Z,1.57
-10.1,-78.300003,2023-02,760016948,2023-01-01T02:00:00Z,2023-03-30T22:00:00Z,3
-13.6,-76.800003,2023-01,760009908,2023-01-01T00:00:00Z,2023-03-19T00:00:00Z,1.17
-6.3,-81.099998,2023-01,760016079,2023-01-01T06:00:00Z,2023-02-27T18:00:00Z,3.72
-8,-79.400002,2023-01,760110064,2023-01-01T10:00:00Z,2023-02-05T17:00:00Z,1.76
-8.2,-79.099998,2023-01,760003540,2023-01-01T09:00:00Z,2023-03-30T14:00:00Z,2.1
-7.2,-80.099998,2023-01,760001170,2023-01-01T07:00:00Z,2023-02-09T01:00:00Z,1.54
-12.9,-76.699997,2023-01,760100091,2023-01-01T05:00:00Z,2023-03-19T00:00:00Z,7.3
-9.8,-78.5,2023-01,760000920,2023-01-01T07:00:00Z,2023-03-01T03:00:00Z,1.97
-17.8,-71.400002,2023-02,760000233,2023-01-01T10:00:00Z,2023-02-23T02:00:00Z,0.3
-8.3,-79.099998,2023-01,760000400,2023-01-01T13:00:00Z,2023-03-24T21:00:00Z,3.82
-10.4,-78.099998,2023-02,760010399,2023-01-01T14:00:00Z,2023-03-31T23:00:00Z,0.96
-8,-79.300003,2023-01,14334,2023-01-01T09:00:00Z,2023-02-04T22:00:00Z,0.14
-9.3,-80.199997,2023-03,760000400,2023-01-01T13:00:00Z,2023-03-24T21:00:00Z,3.12
-12.9,-77,2023-02,760068050,2023-01-01T10:00:00Z,2023-02-04T21:00:00Z,0.33
-17.5,-71.5,2023-02,760061822,2023-01-01T00:00:00Z,2023-02-02T09:00:00Z,5.21
-9.5,-78.5,2023-01,760027201,2023-01-01T07:00:00Z,2023-01-04T19:00:00Z,2.34
-6.3,-81.599998,2023-03,735057661,2023-03-13T07:00:00Z,2023-03-16T19:00:00Z,1
-13.6,-76.599998,2023-01,760001863,2023-01-01T08:00:00Z,2023-02-04T20:00:00Z,0.41
-12.7,-77,2023-01,760000870,2023-01-01T18:00:00Z,2023-02-04T15:00:00Z,1.7
-8,-79.300003,2023-01,11346,2023-01-01T11:00:00Z,2023-02-04T21:00:00Z,1.93
-7.5,-79.699997,2023-01,760017362,2023-01-01T09:00:00Z,2023-03-18T16:00:00Z,0.93
-12,-77.199997,2023-03,760003520,2023-01-01T07:00:00Z,2023-03-23T12:00:00Z,0.33
-9.9,-78.400002,2023-01,760000110,2023-01-01T06:00:00Z,2023-03-18T16:00:00Z,9.71
-12.7,-76.900002,2023-02,760003510,2023-01-01T07:00:00Z,2023-03-29T20:00:00Z,0.51
-7.3,-80.300003,2023-01,760003520,2023-01-01T07:00:00Z,2023-03-23T12:00:00Z,0.93
-15.5,-76.800003,2023-03,789654321,2023-02-10T08:00:00Z,2023-03-31T20:00:00Z,8.42
-15.1,-76.900002,2023-02,760015259,2023-01-01T00:00:00Z,2023-03-23T11:00:00Z,3.97
-15.5,-79,2023-03,735057785,2023-02-05T01:00:00Z,2023-03-28T20:00:00Z,0.35
-15.5,-77.699997,2023-02,760003380,2023-01-01T00:00:00Z,2023-03-20T05:00:00Z,3.18
-6.7,-80.599998,2023-01,760000170,2023-01-01T19:00:00Z,2023-02-11T16:00:00Z,2.26
-8.2,-79.400002,2023-01,760013012,2023-01-01T04:00:00Z,2023-03-10T12:00:00Z,0.27
-14.7,-76.099998,2023-01,760001111,2023-01-01T07:00:00Z,2023-03-07T16:00:00Z,0.48
-6.9,-80.199997,2023-01,760018812,2023-01-02T02:00:00Z,2023-03-15T12:00:00Z,4.35
-6.3,-80.900002,2023-01,760000620,2023-01-02T01:00:00Z,2023-03-31T23:00:00Z,3.72
-15.5,-76.800003,2023-03,760000014,2023-01-01T01:00:00Z,2023-03-23T20:00:00Z,3.25
-7,-80.099998,2023-01,760003520,2023-01-01T07:00:00Z,2023-03-23T12:00:00Z,4.02
-8.3,-79.099998,2023-02,760005276,2023-01-01T21:00:00Z,2023-02-11T20:00:00Z,3.9
-11.9,-77.400002,2023-01,760004503,2023-01-01T07:00:00Z,2023-03-31T23:00:00Z,2.05
-6.8,-81.599998,2023-02,760013244,2023-01-01T21:00:00Z,2023-03-16T10:00:00Z,1.94
-9.8,-78.400002,2023-01,760003580,2023-01-02T00:00:00Z,2023-03-31T21:00:00Z,3.7
-8.1,-79.300003,2023-01,760111409,2023-01-01T09:00:00Z,2023-02-06T22:00:00Z,3.11
-8.2,-79.099998,2023-01,760003470,2023-01-01T07:00:00Z,2023-03-29T19:00:00Z,0.43
-9.6,-78.5,2023-02,760033663,2023-01-01T05:00:00Z,2023-02-23T13:00:00Z,0.24
-12,-77.199997,2023-01,760002626,2023-01-01T07:00:00Z,2023-01-14T05:00:00Z,0.07
-6.2,-81.099998,2023-01,760000850,2023-01-01T14:00:00Z,2023-03-31T23:00:00Z,2.4
-6.7,-80.400002,2023-01,760001090,2023-01-01T00:00:00Z,2023-03-01T23:00:00Z,1.5
-14.9,-75.900002,2023-01,760000310,2023-01-01T07:00:00Z,2023-02-04T21:00:00Z,2.68
-7,-80,2023-01,760000400,2023-01-01T13:00:00Z,2023-03-24T21:00:00Z,4.1
-12.5,-76.900002,2023-01,760019820,2023-01-01T08:00:00Z,2023-01-30T02:00:00Z,1.58
-6.6,-81,2023-01,760000320,2023-01-01T08:00:00Z,2023-02-04T21:00:00Z,2.43
