lat,lon,time range,flag,vessel ids,apparent fishing hours
-6,-81.3,2023-02,PER,1,2.6
-13,-76.9,2023-02,NA,1,1.85
-15,-77.5,2023-02,PER,2,3.49
-17,-78,2023-03,PER,1,5
-12.6,-76.9,2023-01,SSD,1,0.86
-16.4,-78,2023-03,ECU,1,8.57
-15,-77.3,2023-03,NA,1,0.36
-7,-80.9,2023-03,PER,1,1.56
-13.9,-77.1,2023-01,PER,1,1.21
-14.7,-78,2023-02,PER,1,1.93
-12.2,-78.5,2023-02,PER,2,1.26
-15.6,-76.4,2023-03,PER,1,0.89
-13.1,-76.6,2023-02,PER,1,0.35
-15.7,-78.1,2023-02,PER,1,0.32
-12.4,-76.9,2023-01,NA,3,6.48
-8.4,-79.1,2023-01,HND,1,0.17
-3.8,-81.6,2023-02,PER,1,0.46
-15.1,-77.3,2023-02,PER,8,16.66
-7.7,-79.8,2023-02,GBR,1,2.25
-15,-78.1,2023-02,ECU,1,0.07
-12.5,-77.4,2023-03,PER,1,2.63
-8.2,-79.9,2023-03,PER,1,0.11
-14.8,-77.5,2023-02,GBR,1,0.65
-8.2,-79.6,2023-02,PER,38,63.16
-12.6,-76.8,2023-02,NA,1,1.56
-15.5,-77,2023-03,PER,6,29.11
-11.9,-77.4,2023-01,NA,1,2.28
-5,-81.5,2023-02,PER,1,1.42
-10.2,-78.3,2023-02,PER,4,5.08
-7.9,-79.8,2023-01,PER,2,1.11
-15.3,-77.8,2023-02,PER,17,55.42
-15.5,-77.8,2023-02,NA,1,0.87
-17.6,-71.3,2023-01,PER,1,1.02
-7.5,-79.8,2023-01,NA,2,11.2
-7.7,-79.4,2023-02,PER,4,4.02
-7.8,-79.7,2023-03,PER,1,5.56
-3.4,-81.2,2023-02,PAN,1,0.79
-16.5,-78.1,2023-02,ECU,1,6.71
-5.1,-81.1,2023-03,ESP,1,67.66
-14.6,-76.8,2023-01,PER,1,3.1
-13.8,-76.6,2023-01,NA,2,4.53
-12.7,-76.9,2023-01,HND,1,1.42
-11.8,-77.3,2023-01,PER,30,63
-16.5,-78.4,2023-03,ECU,1,0.88
-9.2,-79.7,2023-03,PER,1,0.6
-6.7,-82.4,2023-03,ECU,1,0.28
-13,-76.6,2023-01,PER,27,45.67
-11.5,-81.1,2023-03,ECU,1,1.5
-12.6,-77.1,2023-01,PER,9,5.45
-14.1,-77.6,2023-01,PER,1,3.02
-17.8,-71.4,2023-01,NA,2,25.59
-13.5,-77.8,2023-01,PER,1,0.78
-17.9,-71.4,2023-01,PER,2,8
-7.3,-79.7,2023-01,GBR,1,4.52
-15.4,-77.9,2023-02,NA,1,1.46
-9.2,-82.5,2023-02,ECU,1,0.49
-11.6,-77.8,2023-01,PER,3,8
-6.9,-80.5,2023-01,PER,42,107.95
-17.8,-76.9,2023-03,ECU,1,0.18
-12.2,-78.7,2023-03,PER,1,1.9
-12,-80.9,2023-02,ECU,1,2
-14.9,-77,2023-02,NA,1,1.2
-14.6,-76.2,2023-03,PER,1,0.96
-14.4,-76.6,2023-03,PER,1,0.96
-16.9,-77,2023-03,ECU,1,6.6
-6.4,-81.7,2023-02,PER,1,4.34
-7.3,-80.4,2023-01,PER,1,1.89
-13.5,-77.2,2023-03,PER,3,4.77
-12.4,-77.3,2023-03,PER,2,4.3
-11.9,-77.4,2023-03,PER,1,0.76
-13.5,-76.4,2023-01,PER,8,11.37
-12,-77.2,2023-01,SSD,1,0.42
-17.6,-71.5,2023-02,PER,5,4.61
-13.3,-76.4,2023-01,NA,1,5.14
-17.7,-77,2023-02,NA,1,4.75
-15.4,-76.5,2023-03,PER,3,3.63
-12.7,-76.9,2023-01,AIA,1,3.6
-14.6,-77.4,2023-01,PER,1,0.75
-9.5,-78.5,2023-01,AIA,1,2.94
-17.1,-77.3,2023-03,PER,1,0.12
-12.4,-76.9,2023-03,PER,1,0.19
-14.1,-76.7,2023-02,PER,1,0.94
-14.4,-77.5,2023-03,NA,1,3.24
-14.9,-76.4,2023-03,PER,1,0.75
-12.7,-78.2,2023-02,PER,1,0.31
-7.8,-79.5,2023-02,PER,1,4.01
-10.8,-77.9,2023-01,NA,4,11.65
-3.5,-81.2,2023-02,ECU,3,10.28
-14.4,-77.3,2023-02,PER,2,5.21
-12.9,-77.8,2023-02,PER,2,1.34
-13,-77.7,2023-02,PER,1,1.66
-9.2,-78.9,2023-01,PER,3,2.13
-15.5,-77.2,2023-02,PER,3,3.69
-17.6,-71.7,2023-01,NA,1,0.21
-3.7,-81.6,2023-02,PAN,1,9.32
-8.1,-79.6,2023-02,PER,22,42.02
-10.6,-79.4,2023-03,PER,2,0.64
-14.2,-76.5,2023-03,PER,1,1.35
-14.7,-77.4,2023-03,NA,1,0.12
-10.1,-78.3,2023-02,PER,38,202.19
-16.2,-77.6,2023-03,PER,1,1.28
-12,-78.3,2023-02,PER,1,1.55
-3.4,-81.1,2023-02,PER,1,0.6
-8.3,-79.2,2023-01,GBR,1,4.81
-8.3,-79.1,2023-02,PER,2,6.12
-8.3,-79.4,2023-03,PER,1,0.34
-3.5,-81.3,2023-02,PER,2,1.07
-15.1,-75.8,2023-03,PER,1,0.76
-13.9,-78.2,2023-02,PER,8,17.51
-17.4,-71.8,2023-01,PER,1,0.23
-6.6,-80.7,2023-01,PER,49,149.08
-16.4,-75.4,2023-03,PER,1,5.17
-9,-82.4,2023-03,PAN,1,3.32
-13.7,-77.8,2023-02,PER,1,0.52
-15.2,-77.3,2023-02,PER,7,10.53
-17.3,-71.8,2023-01,NA,2,0.73
-8.8,-80.1,2023-01,PER,2,2.82
-8.6,-79.4,2023-02,PER,2,1.79
-6.6,-81.6,2023-02,PER,1,2.97
-4.3,-81.5,2023-03,ECU,1,2.01
-7.6,-80.3,2023-02,PER,1,1.21
-14.6,-78,2023-02,PER,1,4.75
-12.1,-78.5,2023-02,PER,2,2.02
-9,-78.6,2023-03,PER,7,210.63
-9,-78.9,2023-02,PER,1,2.5
-12.7,-76.9,2023-01,SSD,1,1.52
-16.3,-78.5,2023-03,PER,1,1.96
-15.2,-76.9,2023-02,PER,6,7.37
-15.2,-76.6,2023-03,PER,1,2.08
-13.6,-78.1,2023-03,PER,2,8.25
-4.5,-82.3,2023-02,PER,1,0.13
-10,-78.5,2023-02,PER,1,1.71
-8.4,-79.3,2023-01,PER,17,15.62
-12.5,-78.8,2023-03,PER,1,2.28
-7.7,-79.7,2023-01,HND,1,1.19
-13.2,-77.3,2023-03,PER,1,0.06
-3.5,-80.9,2023-02,PER,1,0.1
-10.8,-78.3,2023-03,PER,1,1.56
-10.6,-78.2,2023-01,PER,1,0.38
-13.7,-77,2023-01,PER,1,4.01
-16.8,-78.1,2023-03,ECU,2,31.77
-6.1,-81.3,2023-01,PER,13,35.69
-11.3,-80.3,2023-02,PER,1,5.25
-12.4,-78.9,2023-03,PER,1,0.23
-14.2,-76.7,2023-02,PER,1,0.95
-4.1,-83.2,2023-03,ECU,1,0.34
-9.8,-79.7,2023-02,PER,1,2.17
-15.9,-77.9,2023-03,ECU,2,8.22
-12.4,-78.6,2023-02,PER,1,1.31
-16.1,-74.9,2023-03,PER,1,3.07
-17.3,-71.8,2023-03,PER,2,10.39
-9.1,-78.9,2023-01,PER,5,5.75
-12.5,-76.8,2023-03,USA,1,1.19
-9,-80,2023-03,PER,1,2.05
-17.5,-76.6,2023-03,ECU,1,3.15
-10.1,-78.5,2023-01,PER,1,0.07
-12.9,-76.7,2023-01,HND,1,8.13
-11.2,-77.7,2023-02,PER,1,0.64
-10.5,-78.2,2023-02,PER,3,2.35
-9.9,-78.8,2023-02,PER,2,3.26
-12.6,-76.9,2023-01,AIA,1,0.73
-3.8,-81.4,2023-01,ECU,1,2.86
-8,-79.6,2023-01,PER,26,31.73
-16.7,-77,2023-03,ECU,1,5.46
-12.1,-78.7,2023-03,PER,1,0.14
-11.7,-77.8,2023-01,PER,1,0.26
-8,-79.7,2023-02,GBR,1,0.95
-9.3,-80.3,2023-03,PER,3,9.85
-8.4,-79.5,2023-02,PER,5,9.29
-10,-78.3,2023-01,PER,22,30.75
-9.4,-78.7,2023-01,PER,19,29.32
-9.8,-81.4,2023-02,PER,1,0.17
-7.6,-79.8,2023-02,NA,1,0.33
-10,-81,2023-02,NA,1,12.92
-14.8,-78.7,2023-03,PER,1,0.06
-8.6,-79.1,2023-01,NA,1,0.08
-13.4,-78.5,2023-02,PER,1,1.85
-10,-78.7,2023-03,PER,1,2.26
-13.3,-76.5,2023-01,HND,1,3.42
-9.8,-78.6,2023-01,PER,1,1.04
-12.7,-77.1,2023-01,PER,4,1.16
-14.2,-77.6,2023-01,PER,2,8.82
-10.5,-78.1,2023-01,AIA,1,0.13
-12.8,-76.8,2023-01,PER,33,57.22
-7.5,-82.1,2023-02,PAN,1,0.41
-9.7,-79.3,2023-01,PER,1,0.26
-11.1,-77.8,2023-01,PER,19,35.91
-16.8,-76.9,2023-03,ECU,1,4.59
-14.9,-76.9,2023-02,PER,6,19.83
-14.9,-76.6,2023-03,PER,1,0.47
-13.4,-79.9,2023-02,ECU,1,3.02
-14.5,-76.3,2023-01,NA,1,0.83
-15.2,-75.5,2023-01,PER,1,1.18
-6.3,-80.9,2023-01,PER,36,90.39
-7.8,-79.8,2023-02,NA,1,0.51
-13,-77.2,2023-03,PER,1,0.15
-16.5,-77,2023-03,PER,1,4.16
-4.7,-81.8,2023-02,PER,1,1.38
-13.3,-76.6,2023-01,NA,1,3.29
-8.2,-79.1,2023-01,NA,3,8.94
-9.3,-78.8,2023-01,AIA,1,0.35
-7.7,-82.9,2023-03,ECU,1,3.2
-16.7,-72.9,2023-02,PER,2,2.41
-13.5,-76.6,2023-01,PER,1,1.68
-15.3,-79.2,2023-03,ECU,1,5.01
-11.9,-77.6,2023-03,PER,1,1.07
-12.1,-77.1,2023-01,PER,1,2.08
-13,-77.8,2023-01,PER,1,4.9
-16.9,-78.4,2023-03,PER,1,11.2
-15.1,-77.2,2023-03,NA,1,1.88
-13.9,-76.5,2023-02,PER,1,1.5
-12.9,-76.6,2023-02,PER,4,3.2
-7,-80,2023-01,GBR,1,0.34
-16.1,-77.3,2023-03,PER,1,0.07
-14.9,-77.5,2023-03,NA,1,14.68
-12.2,-78.2,2023-02,PER,2,5.36
-13.1,-77,2023-01,PER,1,0.1
-15.9,-78.8,2023-02,ECU,1,0.33
-12,-77.4,2023-01,NA,2,4.04
-6.5,-80.8,2023-01,PER,32,78.11
-14.9,-77.3,2023-02,PER,1,2.78
-11.7,-77.4,2023-01,AIA,1,3.46
-7.4,-79.9,2023-02,PER,7,8.28
-15,-77.2,2023-02,PER,10,29
-11.6,-77.5,2023-01,NA,3,3.53
-11.2,-78.4,2023-01,PER,1,0.5
-7.3,-80.6,2023-01,PER,1,1.44
-14.8,-76,2023-01,NA,1,1.31
-7.2,-80.2,2023-01,PER,9,11.04
-18.2,-70.8,2023-03,PER,1,0.17
-16.7,-77.8,2023-03,PER,1,5.99
-11.6,-77.7,2023-02,PER,1,0.26
-9.2,-79.2,2023-02,PER,1,2.8
-8,-79.7,2023-02,AIA,1,2.3
-7.4,-80.1,2023-01,PER,10,9.75
-6.8,-80.3,2023-01,NA,1,0.99
-14.1,-77.4,2023-01,PER,3,5.21
-5.7,-81.2,2023-01,PER,2,8.21
-5.5,-82.5,2023-03,ECU,1,0.32
-15.5,-77.5,2023-02,PER,7,16.12
-13,-77,2023-02,PER,15,41.03
-6.8,-81.9,2023-03,PER,1,6.29
-9.1,-78.6,2023-03,ECU,2,3.48
-6.8,-81.6,2023-02,PER,1,1.94
-7.9,-79.5,2023-01,NA,3,8.04
-13.6,-77.7,2023-01,PER,2,1.57
-11.9,-80.9,2023-02,ECU,1,7.62
-7.7,-79.6,2023-02,PER,38,95.15
-4.1,-81.5,2023-03,ECU,1,0.97
-15.3,-77.3,2023-03,PER,7,20.16
-9.4,-82.9,2023-02,NA,1,0.86
-3.8,-81.4,2023-02,PER,1,6.44
-12.2,-77.9,2023-02,ECU,1,1.95
-11.5,-77.7,2023-01,PER,5,7.86
-10.2,-78.2,2023-01,PER,8,7.99
-7.9,-79.7,2023-02,PER,28,38.08
-14,-77.4,2023-02,PER,1,1.09
-7.5,-79.7,2023-02,NA,1,0.02
-8.1,-79.7,2023-01,AIA,1,0.83
-14.8,-77.1,2023-03,NA,1,0.17
-7.8,-81.6,2023-03,PER,1,0.04
-9.5,-82.2,2023-02,PER,2,1.72
-15,-77,2023-03,PER,1,4.67
-11,-77.8,2023-02,PER,2,2.47
-18.2,-70.8,2023-01,NA,1,0.82
-8.3,-79.2,2023-01,HND,1,1.05
-14,-78.5,2023-03,ECU,1,0.19
-4.9,-82.3,2023-03,ECU,1,0.87
-15.6,-79,2023-03,ECU,1,0.09
-10.7,-78.3,2023-02,PER,1,1.3
-16.9,-77.7,2023-03,ECU,1,0.66
-14.1,-77.1,2023-02,NA,1,0.93
-16.4,-78.5,2023-02,ECU,2,1.81
-6.9,-80.2,2023-01,PER,32,64.71
-11.4,-80.4,2023-03,ECU,1,0.3
-15.1,-76.4,2023-03,PER,1,0.72
-6,-81.2,2023-01,PER,8,8.28
-4.1,-82.4,2023-02,PER,1,1.86
-12.4,-77,2023-01,PER,59,159.35
-8.1,-79.7,2023-01,HND,1,2.33
-18,-71.1,2023-01,PER,2,10.86
-15.6,-77.3,2023-02,PER,4,5.21
-13.1,-77.8,2023-02,PER,1,4.84
-14.8,-76,2023-03,PER,1,1.32
-12,-77.1,2023-02,PER,18,124.95
-14.5,-77.6,2023-02,PER,5,9.88
-6.8,-80.7,2023-01,PER,33,118.11
-16.4,-76.8,2023-03,PER,1,0.5
-12,-77.4,2023-03,PER,4,9.49
-11.6,-80.8,2023-02,PER,2,3.19
-12.3,-78.7,2023-02,PER,4,22.18
-14.2,-77.4,2023-01,PER,4,3.36
-14.3,-80.1,2023-02,PER,1,2.14
-17.5,-77.8,2023-03,ECU,1,0.18
-9.8,-78.4,2023-01,PER,69,233.86
-6,-81.7,2023-03,ECU,1,1
-15.9,-78.5,2023-03,PER,1,0.99
-7.6,-79.7,2023-01,NA,2,2.64
-13.2,-77,2023-01,PER,3,8.41
-10.8,-78,2023-01,PER,6,4.43
-8,-79.4,2023-01,PER,62,203.58
-11.7,-77.5,2023-01,NA,1,0.91
-9.4,-79.1,2023-03,PER,1,2.17
-10,-80.9,2023-02,PER,1,5.9
-18.1,-70.9,2023-01,NA,1,3.11
-15.4,-78,2023-02,PER,2,3.45
-4.7,-81.5,2023-03,ECU,1,2
-16.7,-78.4,2023-03,PER,1,0.11
-9.3,-78.6,2023-01,PER,14,30.81
-12.2,-77.1,2023-01,PER,10,22.18
-12.4,-78.1,2023-03,PER,1,1.57
-8.5,-79.6,2023-01,PER,1,0.52
-12.6,-78.7,2023-03,PER,1,1.4
-11.2,-77.8,2023-01,PER,21,64.44
-10.1,-81.5,2023-02,PER,1,4.88
-14.8,-75.9,2023-01,PER,7,9.38
-10.4,-79,2023-02,PER,1,0.1
-15.1,-75.5,2023-01,PER,6,9.8
-7.1,-80.4,2023-01,PER,6,3.18
-17.2,-77.6,2023-03,PER,1,0.43
-8.2,-79.7,2023-01,HND,1,0.38
-12.5,-78.3,2023-02,PER,2,3.82
-10.1,-80.9,2023-01,PER,1,0.52
-14.5,-77.8,2023-02,AIA,1,8.19
-10.3,-79.9,2023-03,PER,1,0.37
-15.9,-78.7,2023-02,PER,1,8.86
-13.4,-78.2,2023-02,PER,1,3.05
-8.4,-79,2023-01,NA,3,7.91
-8.9,-78.9,2023-01,PER,3,4.13
-15.7,-77.3,2023-02,PER,1,1.63
-12.2,-77.3,2023-01,SSD,1,2.35
-8.4,-79.1,2023-01,GBR,1,6.11
-12,-77.2,2023-02,PAN,1,0.44
-13.8,-78.1,2023-02,PER,4,4.96
-5.9,-81.6,2023-03,ECU,1,2.09
-16.2,-78.5,2023-02,ECU,1,4.6
-14.7,-76.5,2023-03,PER,1,1.18
-7.9,-79.4,2023-01,HND,1,0.49
-14.2,-77.1,2023-02,NA,1,0.26
-17.4,-71.5,2023-01,NA,2,2.16
-17.5,-71.6,2023-02,PER,1,0.71
-4.1,-81.8,2023-02,PER,1,1.18
-10.9,-78.6,2023-01,PER,1,0.21
-17.2,-72,2023-02,NA,3,17.94
-8.1,-79.4,2023-02,PER,2,2.11
-16.6,-77.9,2023-03,PER,1,11.09
-15.3,-77.1,2023-03,AIA,1,3.28
-9.8,-79,2023-02,PER,1,1.65
-9.4,-82.4,2023-02,ECU,1,0.2
-13.7,-77.7,2023-01,PER,2,7.79
-8.5,-79.2,2023-01,PER,3,0.7
-5.8,-82.1,2023-02,PER,1,0.65
-12.4,-78.7,2023-03,PER,4,10.2
-14.2,-76.6,2023-03,PER,1,1.38
-13.2,-76.7,2023-01,NA,1,0.04
-9.4,-82.5,2023-02,ECU,1,0.96
-8.3,-79.2,2023-01,NA,3,4.19
-15.5,-75.9,2023-03,PER,1,1.27
-9.3,-78.8,2023-03,PER,1,1.59
-14.9,-77.7,2023-02,HND,1,3.85
-12.2,-77.3,2023-03,PER,3,4.68
-15.7,-78.3,2023-03,ECU,1,0.93
-8.1,-79.5,2023-02,PER,16,20.22
-16.6,-77,2023-03,PER,2,6.53
-9.1,-78.7,2023-01,PER,18,23.08
-11.2,-77.9,2023-02,PER,1,0.3
-9.6,-79.1,2023-03,PER,1,0.24
-14.8,-77.1,2023-03,AIA,1,1.77
-11.7,-77.5,2023-01,SSD,1,1.53
-16.7,-78.7,2023-02,PER,1,3
-4.8,-81.5,2023-03,ECU,1,5.75
-7,-81.4,2023-03,ECU,1,1
-16.2,-78.4,2023-02,ECU,1,0.58
-11.5,-78,2023-03,PER,1,1.3
-16,-77.3,2023-03,PER,1,0.67
-12.1,-78.6,2023-02,PER,4,30.97
-16.5,-78.7,2023-03,NA,1,5.61
-8.6,-79,2023-03,PER,1,1.7
-8.8,-80,2023-01,PER,1,0.76
-14.6,-77.9,2023-02,HND,1,2.45
-12.7,-77.8,2023-02,PER,1,3.2
-11.7,-77.4,2023-03,PER,1,2.52
-7,-84.3,2023-02,ECU,1,13.61
-8.4,-82.9,2023-03,ECU,1,0.76
-10,-78.9,2023-03,PER,1,1.3
-16.4,-78.6,2023-03,NA,1,1.54
-8.8,-79.5,2023-03,PER,1,0.41
-9.6,-78.8,2023-02,PER,5,6.05
-8,-83.6,2023-03,ECU,1,0.13
-8.9,-79.1,2023-03,PER,1,0.32
-9,-80.1,2023-03,PER,2,1.89
-7.1,-80.5,2023-01,PER,4,6.97
-16.8,-78,2023-03,ECU,1,5.05
-9,-79.6,2023-01,PER,1,1
-15.4,-78.9,2023-02,PER,1,1.29
-4.2,-82.6,2023-02,PER,1,0.67
-8.1,-79.3,2023-01,PER,91,472.48
-9.5,-78.8,2023-01,PER,1,1.25
-10.9,-78.2,2023-01,PER,13,27.36
-12.2,-77.3,2023-01,NA,2,4.25
-6.6,-80.9,2023-01,PER,57,130.87
-11.7,-77.4,2023-01,NA,4,24.8
-16.5,-78.3,2023-03,PER,1,0.07
-9,-78.7,2023-02,PER,1,0.1
-17.1,-78.3,2023-03,NA,1,1.29
-16.7,-77.1,2023-03,ECU,2,4.47
-8,-79.5,2023-01,PER,49,136.37
-9.8,-78.5,2023-01,PER,20,29.05
-8,-79.7,2023-02,NA,3,4.95
-14.2,-77.5,2023-01,PER,4,12.76
-12.7,-77,2023-01,PER,48,80.29
-8.2,-79.1,2023-01,HND,1,0.59
-16.8,-77.6,2023-03,PER,1,0.99
-8.8,-79.7,2023-02,PER,1,3.1
-15.2,-76.7,2023-02,PER,3,5.2
-13.6,-78.2,2023-02,PER,2,4.75
-13.4,-78.6,2023-02,PER,1,4.94
-16,-79.2,2023-03,ECU,1,1.85
-16.1,-77.9,2023-02,ECU,1,0.82
-12,-80.8,2023-02,PER,1,10.13
-6.3,-81.1,2023-03,PER,1,0.76
-6.8,-82.6,2023-03,ECU,1,0.22
-14.5,-77,2023-03,PER,11,41.6
-12,-77.5,2023-03,PER,2,8.18
-17.4,-77.8,2023-03,NA,1,6.3
-16.5,-78.2,2023-03,ECU,1,5.11
-5.5,-81.5,2023-02,PER,1,0.07
-14.3,-77.8,2023-02,PER,10,22.1
-7.4,-79.8,2023-01,PER,64,186.08
-9.7,-78.8,2023-02,PER,10,8.09
-15.4,-77.7,2023-02,NA,1,2.02
-7.3,-79.9,2023-01,GBR,1,0.42
-5.8,-81.2,2023-01,PER,4,4.72
-16.2,-78.6,2023-03,NA,1,5.38
-9.7,-81.7,2023-02,PER,1,5.56
-14.5,-77.8,2023-02,NA,1,2.38
-17.6,-77.8,2023-03,ECU,1,0.28
-7.3,-79.7,2023-03,PER,1,0.56
-11.8,-77.9,2023-03,PER,1,0.11
-12.2,-78.9,2023-03,PER,1,0.24
-12.2,-78.6,2023-02,PER,4,9.4
-17.1,-72.2,2023-02,PER,4,8
-5.1,-81.1,2023-03,ECU,1,0.12
-13.9,-77,2023-01,PER,3,4.39
-16.4,-78.4,2023-02,ECU,1,2.25
-12.6,-77.8,2023-02,PER,1,0.66
-14.1,-77.3,2023-02,PER,1,2
-17,-78.1,2023-03,PER,1,2.12
-13.8,-76.5,2023-03,PER,1,3.34
-13.3,-76.6,2023-01,SSD,1,1.02
-15,-77.6,2023-02,PER,4,8.26
-7.3,-80.2,2023-01,PER,1,0.4
-4,-81.9,2023-02,PER,1,0.19
-13.5,-77.4,2023-03,PER,1,0.13
-7.2,-80.6,2023-01,PER,1,2.35
-12.5,-77,2023-02,PER,1,1.19
-14,-77.5,2023-02,PER,2,2.08
-13.5,-76.2,2023-01,PER,11,11.44
-11.9,-77.2,2023-03,PER,4,89.71
-12.8,-76.9,2023-02,PER,2,1.98
-11.9,-77.8,2023-01,PER,1,1.27
-14.1,-76.6,2023-03,PER,1,5.01
-14.9,-76.2,2023-03,PER,1,5.15
-16.2,-77.8,2023-02,ECU,1,3.02
-9.2,-78.7,2023-01,PER,28,57.91
-15.5,-77.4,2023-02,PER,4,6.03
-12.3,-77.2,2023-01,PER,44,109.65
-14.5,-78.6,2023-03,ECU,1,4.82
-15.5,-77.1,2023-03,PER,6,10.32
-8.2,-79.5,2023-02,PER,11,10.15
-7.9,-79.4,2023-01,NA,3,2.35
-12.1,-77.3,2023-03,PER,4,13.93
-3.5,-81.1,2023-03,ECU,2,8.51
-11,-77.9,2023-01,PER,23,43.22
-13.7,-78.2,2023-02,PER,6,12.2
-14.1,-77.5,2023-01,PER,1,9.21
-12.6,-77,2023-01,PER,51,121.05
-14.3,-77.2,2023-02,NA,1,9.11
-7,-80.3,2023-01,PER,2,3.56
-9.5,-78.6,2023-01,HND,1,0.49
-15.4,-77.3,2023-02,PER,6,8.76
-13.8,-76.5,2023-01,NA,2,6.55
-6.8,-80.1,2023-01,PER,19,23.38
-14.5,-77.2,2023-02,PER,1,1.84
-16.5,-78,2023-02,ECU,1,0.49
-6.7,-80.7,2023-01,PER,35,64.35
-6.3,-81,2023-01,GBR,1,6.37
-14,-76.9,2023-01,PER,2,5.58
-14.3,-77,2023-01,PER,3,11.3
-11.6,-77.4,2023-01,NA,3,8.35
-13,-76.7,2023-02,NA,1,0.18
-16.9,-77.1,2023-03,ECU,1,4.3
-7.3,-79.7,2023-01,NA,1,2.71
-13.1,-77.9,2023-01,PER,1,3.04
-6.9,-80.6,2023-01,PER,28,104.21
-9.5,-78.6,2023-01,AIA,1,2.96
-8.2,-79.3,2023-01,PER,63,212.54
-13.3,-76.8,2023-01,PER,17,34.42
-17.7,-77.1,2023-02,NA,1,2.86
-15.4,-76.6,2023-03,PER,3,3.89
-10.2,-78.6,2023-01,PER,2,1.21
-16.8,-78.3,2023-02,PER,1,3.42
-12.1,-77.3,2023-01,NA,4,13.87
-12.5,-77.2,2023-03,PER,2,10.95
-7.6,-79.7,2023-01,HND,1,5.27
-17.6,-71.6,2023-02,PER,1,1.2
-16.5,-77.9,2023-03,PER,2,1.15
-3.7,-81.5,2023-02,PAN,1,2.49
-13.5,-76.2,2023-03,NA,1,1.02
-10.3,-78.3,2023-01,AIA,1,3
-14.5,-76.1,2023-01,PER,18,27.5
-7.8,-79.6,2023-02,PER,37,87
-13.4,-77.7,2023-01,PER,1,3.33
-7.8,-79.9,2023-03,PER,1,2.23
-14,-77.3,2023-01,PER,3,12.07
-7.8,-79.7,2023-01,GBR,1,2.05
-3.6,-81.2,2023-01,ECU,1,1.79
-17.7,-71.5,2023-01,PER,2,5.82
-14.3,-80,2023-02,PER,1,3.03
-9.2,-82.9,2023-02,NA,1,8.15
-8.6,-79.3,2023-01,PER,5,4.02
-9,-78.8,2023-01,PER,18,18.62
-7.8,-79.7,2023-01,HND,1,7.19
-10.4,-78.2,2023-01,PER,37,55.03
-4.2,-81.5,2023-03,ECU,1,2.98
-16.7,-77.9,2023-03,ECU,2,5.99
-7.6,-79.9,2023-03,PER,2,2.32
-13.2,-77.1,2023-01,PER,2,8.15
-7.6,-79.6,2023-02,PER,1,3.94
-10.8,-78.1,2023-01,PER,2,3.02
-12.7,-76.9,2023-01,NA,3,10.06
-16.2,-77.2,2023-03,PER,1,8.25
-4.2,-82.4,2023-02,PER,1,3.65
-16.8,-76.8,2023-03,PER,2,3.64
-16.9,-76.8,2023-03,NA,1,1.61
-15.1,-75.6,2023-01,PER,14,22.96
-8.9,-79.9,2023-03,PER,1,0.18
-17,-77.7,2023-03,NA,1,19.23
-8.1,-79.2,2023-02,PER,1,3.96
-16.9,-78.3,2023-03,ECU,3,10.91
-17.3,-71.9,2023-02,NA,3,8.45
-10.1,-81.6,2023-02,PER,1,3.86
-9.5,-78.7,2023-02,PER,19,44.89
-13.7,-77.9,2023-01,PER,1,5.51
-6.3,-81,2023-01,HND,1,3.56
-10.8,-77.9,2023-01,AIA,1,1.82
-15.8,-74.7,2023-03,PER,1,1.75
-17.4,-71.9,2023-02,PER,2,1.46
-7.1,-81.4,2023-03,PER,1,0.04
-8,-80.7,2023-03,PER,1,5.3
-8.4,-79.1,2023-01,NA,3,14.2
-16.3,-78.4,2023-03,PER,1,2.63
-9.4,-81.9,2023-02,PER,1,0.18
-10,-78.4,2023-02,PER,9,18.7
-14.2,-77.2,2023-01,PER,1,0.16
-17,-72.1,2023-03,PER,1,122.85
-14.2,-77,2023-02,NA,1,0.8
-15,-75.6,2023-02,PER,10,22.31
-16.2,-78.9,2023-03,ECU,1,0.08
-13.8,-78,2023-02,PER,3,9.85
-8.6,-79.5,2023-02,PER,1,1.78
-17.1,-78.2,2023-02,PER,1,0.13
-3.8,-84.4,2023-03,ECU,1,0.16
-8.4,-79,2023-01,GBR,1,5.9
-7.5,-79.8,2023-01,HND,1,0.65
-9,-80.9,2023-01,NA,1,0.29
-11.9,-80.8,2023-02,PER,1,0.42
-5.4,-81.6,2023-03,ECU,1,0.96
-6.6,-82.6,2023-03,ECU,1,0.21
-17.5,-71.5,2023-02,PER,5,22.31
-9,-82.5,2023-03,PAN,1,2.91
-9.6,-79.9,2023-03,PER,1,2.58
-5.6,-81.2,2023-01,PER,6,16.13
-7.1,-79.9,2023-01,GBR,1,2.07
-16.7,-78.2,2023-03,PER,3,6.99
-13.5,-78.3,2023-02,PER,1,2.52
-11,-78,2023-03,PER,2,2.95
-15.9,-77.2,2023-02,ECU,1,2.14
-9.6,-80.4,2023-01,PER,1,6.28
-12.4,-78.2,2023-02,PER,3,3.54
-14.7,-77.5,2023-03,NA,1,1.35
-7.1,-80.2,2023-01,PER,7,12.53
-15.8,-78,2023-03,PER,1,0.78
-10.6,-79.5,2023-03,PER,1,0.07
-14.7,-77.3,2023-02,PER,1,1.1
-16.7,-78.3,2023-03,ECU,2,15.25
-14.5,-76.9,2023-01,PER,4,34.51
-8.2,-79.2,2023-02,PER,4,8.66
