lat,lon,time range,flag,geartype,vessel ids,apparent fishing hours
-15,-77.2,2023-02,NA,other_purse_seines,1,1.1
-11.6,-77.8,2023-01,PER,other_purse_seines,1,0.2
-16.9,-78.3,2023-03,PER,tuna_purse_seines,3,9.64
-7.6,-79.8,2023-01,PER,other_purse_seines,34,111.69
-16.5,-77.7,2023-03,ECU,tuna_purse_seines,2,0.9
-6.5,-80.7,2023-01,PER,other_purse_seines,26,53.2
-11.9,-77.4,2023-01,PER,pole_and_line,1,0.4
-7.8,-79.5,2023-02,PER,other_purse_seines,1,4.01
-11.1,-78.2,2023-03,PER,other_purse_seines,1,1.58
-14.5,-79.3,2023-03,ECU,tuna_purse_seines,1,2.16
-7,-84.3,2023-02,ECU,tuna_purse_seines,1,13.61
-11.5,-77.6,2023-01,PER,other_purse_seines,5,2.03
-15.7,-78.1,2023-03,ECU,tuna_purse_seines,1,5.15
-13.9,-78.2,2023-02,PER,purse_seines,1,1.14
-6.7,-80.5,2023-03,PER,other_purse_seines,1,7.35
-9.6,-80.4,2023-01,PER,tuna_purse_seines,1,6.28
-15.1,-77.2,2023-02,PER,other_purse_seines,6,11.78
-8.4,-79.3,2023-01,PER,other_purse_seines,15,13.01
-9.5,-78.6,2023-01,AIA,purse_seines,1,2.96
-16.1,-77.8,2023-03,PER,tuna_purse_seines,2,1.72
-15,-77.5,2023-03,PER,purse_seines,1,5.05
-9.8,-82.1,2023-02,PER,tuna_purse_seines,1,10.29
-6.7,-80.5,2023-02,PER,tuna_purse_seines,2,1.17
-17.8,-71.4,2023-01,PER,other_purse_seines,2,20.61
-12.1,-78.7,2023-02,PER,other_purse_seines,2,2.24
-14.1,-77.1,2023-03,PER,other_purse_seines,2,2.33
-14.5,-77.8,2023-02,PER,tuna_purse_seines,2,3.44
-8.3,-79.1,2023-02,PER,other_purse_seines,2,6.12
-12,-77.2,2023-02,PER,fishing,1,0.35
-14.4,-76.6,2023-03,PER,other_purse_seines,1,0.96
-9.7,-79.3,2023-01,PER,other_purse_seines,1,0.26
-12.4,-76.9,2023-03,PER,inconclusive,1,0.19
-17.5,-71.5,2023-02,NA,other_purse_seines,3,24.68
-8.2,-79.6,2023-02,PER,purse_seines,3,6.74
-7.6,-79.6,2023-01,PER,fishing,3,10.67
-6.1,-81.6,2023-03,ECU,fishing,1,1.98
-12.1,-77.2,2023-03,PER,pole_and_line,1,0.94
-15.6,-77.7,2023-02,PER,other_purse_seines,8,14.26
-10.1,-81,2023-02,NA,purse_seines,1,1.11
-9.4,-78.5,2023-02,PER,other_purse_seines,2,2.27
-9.8,-79.7,2023-03,PER,other_purse_seines,1,2.49
-12.2,-77.1,2023-03,PER,pole_and_line,1,0.09
-15.3,-77,2023-03,PER,other_purse_seines,1,1.22
-13.7,-77.7,2023-01,PER,set_gillnets,1,7.17
-8.1,-79.7,2023-02,PER,purse_seines,2,4.17
-9.1,-82.7,2023-02,ECU,tuna_purse_seines,1,1.3
-11.8,-77.3,2023-01,PER,pole_and_line,1,0.75
-16.3,-75.4,2023-03,PER,set_longlines,1,8.13
-6.7,-82.1,2023-03,PER,other_purse_seines,1,1.92
-7.9,-79.7,2023-01,PER,purse_seines,3,4.77
-10,-78.3,2023-02,PER,other_purse_seines,11,35.35
-9.7,-78.4,2023-01,HND,other_purse_seines,1,0.99
-15.1,-77.7,2023-02,PER,set_gillnets,1,1
-3.5,-81.2,2023-02,ECU,tuna_purse_seines,2,2.67
-15.9,-74.7,2023-03,PER,other_purse_seines,1,1.18
-16.2,-77.9,2023-03,PER,tuna_purse_seines,1,0.5
-17,-72.1,2023-03,PER,other_purse_seines,1,122.85
-13.4,-80.2,2023-03,ECU,tuna_purse_seines,1,1.66
-14,-77.3,2023-03,PER,other_purse_seines,5,5.56
-15.1,-77,2023-01,PER,pole_and_line,1,14.36
-11.8,-77.5,2023-01,PER,pole_and_line,2,4.89
-7.9,-79.7,2023-03,PER,other_purse_seines,1,2.66
-13.6,-78.1,2023-03,PER,other_purse_seines,2,8.25
-15.3,-76.7,2023-03,PER,other_purse_seines,8,13.4
-15.5,-75.2,2023-01,PER,other_purse_seines,1,1.53
-12.7,-76.9,2023-01,PER,other_purse_seines,40,83.35
-9.1,-78.7,2023-02,PER,other_purse_seines,1,0.27
-13.7,-76.6,2023-01,PER,inconclusive,1,1.64
-14.4,-76.8,2023-01,PER,other_purse_seines,3,2.09
-6.6,-81.6,2023-02,PER,other_purse_seines,1,2.97
-11.7,-77.4,2023-02,PER,fishing,1,2.71
-12.3,-79.2,2023-02,PER,tuna_purse_seines,1,3.19
-9.4,-82.5,2023-02,ECU,tuna_purse_seines,1,0.96
-10.1,-78.3,2023-02,NA,other_purse_seines,1,6.07
-14.8,-77.2,2023-03,NA,pole_and_line,1,3.07
-7.1,-79.9,2023-01,GBR,other_purse_seines,1,2.07
-6.1,-81.4,2023-01,PER,other_purse_seines,7,15
-6.9,-80.3,2023-01,NA,other_purse_seines,1,3.34
-5.9,-81.3,2023-01,PER,tuna_purse_seines,1,0.75
-6.7,-80.8,2023-01,HND,other_purse_seines,1,4.25
-14,-76.5,2023-01,NA,other_purse_seines,1,0.86
-14.4,-77,2023-01,PER,fishing,1,3.77
-10.7,-77.9,2023-01,NA,other_purse_seines,2,2.41
-17,-77.7,2023-03,PER,tuna_purse_seines,1,18.36
-10.8,-77.9,2023-01,PER,fishing,1,1.59
-16.6,-77.3,2023-03,ECU,tuna_purse_seines,2,7.68
-7.5,-79.8,2023-02,NA,other_purse_seines,1,2.45
-12.9,-76.6,2023-02,PER,other_purse_seines,4,3.2
-13.7,-76.8,2023-01,SSD,tuna_purse_seines,1,4.31
-12.8,-77,2023-02,NA,other_purse_seines,1,0.72
-7.4,-79.8,2023-01,PER,tuna_purse_seines,4,7.21
-8.2,-79.7,2023-02,PER,other_purse_seines,1,0.69
-8.2,-79.4,2023-01,PER,tuna_purse_seines,6,21.67
-5.2,-81.7,2023-02,PER,other_purse_seines,1,1.79
-11.4,-78,2023-03,PER,other_purse_seines,1,0.59
-14.7,-77,2023-03,PER,tuna_purse_seines,3,4.98
-12.8,-76.8,2023-01,PER,other_purse_seines,29,44.01
-6,-81.3,2023-01,PER,purse_seines,1,2.51
-6.5,-81,2023-01,PER,other_purse_seines,1,1.93
-14,-77.3,2023-02,PER,pole_and_line,1,0.05
-14,-77.2,2023-01,PER,set_gillnets,1,0.71
-8.3,-79.1,2023-01,PER,purse_seines,6,14.14
-3.5,-80.6,2023-02,PER,other_purse_seines,1,0.7
-14.8,-76,2023-01,PER,purse_seines,1,2.82
-13.5,-76.5,2023-01,PER,other_purse_seines,11,19.61
-6.5,-80.8,2023-01,PER,purse_seines,2,2.75
-15.2,-77.8,2023-02,PER,fishing,1,4.3
-12,-77.8,2023-02,PER,other_purse_seines,1,1.05
-15,-75.7,2023-01,PER,other_purse_seines,1,0.15
-8.5,-79.7,2023-01,HND,other_purse_seines,1,0.57
-9.3,-78.6,2023-01,PER,purse_seines,1,0.31
-13.3,-79.1,2023-03,PER,tuna_purse_seines,2,0.63
-11.5,-77.8,2023-03,PER,other_purse_seines,1,0.7
-9.6,-78.5,2023-01,PER,fishing,1,0.14
-12,-78.3,2023-02,PER,pole_and_line,1,1.55
-13.4,-76.9,2023-01,PER,other_purse_seines,2,1.43
-14.2,-77.5,2023-02,PER,other_purse_seines,1,0.05
-7,-80.1,2023-01,PER,other_purse_seines,48,137.44
-7.9,-79.9,2023-02,PER,purse_seines,3,20.71
-12,-77.3,2023-02,PER,purse_seines,1,1.66
-15.5,-77.4,2023-02,PER,other_purse_seines,3,4.55
-8.1,-79.3,2023-01,PER,purse_seines,7,37.55
-7.9,-79.5,2023-02,PER,purse_seines,1,2.41
-12.1,-77.6,2023-02,PER,other_purse_seines,3,6.45
-6.8,-80.2,2023-02,PER,tuna_purse_seines,1,2.81
-7,-79.9,2023-01,PER,pole_and_line,1,1.32
-6.3,-84.1,2023-03,ECU,tuna_purse_seines,1,2.74
-7.5,-79.7,2023-01,AIA,purse_seines,1,1.46
-11.5,-78.4,2023-03,PER,other_purse_seines,1,4.95
-6.8,-80.9,2023-01,PER,other_purse_seines,5,4.61
-12,-77.1,2023-01,SSD,tuna_purse_seines,1,2.18
-8.1,-79.5,2023-01,PER,purse_seines,5,5
-16,-77.2,2023-03,PER,tuna_purse_seines,1,2.11
-15.5,-75.9,2023-03,PER,other_purse_seines,1,1.27
-12,-77.5,2023-02,PER,purse_seines,1,3.25
-9.1,-78.8,2023-01,PER,purse_seines,3,7.99
-12.5,-77.3,2023-03,PER,fishing,1,2.03
-7,-80.2,2023-01,AIA,purse_seines,1,0.15
-8.3,-79.3,2023-01,PER,tuna_purse_seines,2,1.53
-17.6,-77.8,2023-03,ECU,tuna_purse_seines,1,0.28
-15,-75.6,2023-01,NA,other_purse_seines,1,1.89
-11.6,-77.5,2023-01,PER,purse_seines,5,11.33
-6.6,-80.4,2023-01,PER,other_purse_seines,25,57.05
-14.5,-77.4,2023-02,PER,pole_and_line,1,0.53
-15.3,-77.4,2023-03,AIA,purse_seines,1,1.4
-17.6,-71.4,2023-02,NA,other_purse_seines,1,10.51
-12.4,-77.2,2023-03,PER,other_purse_seines,1,3.01
-10.6,-78,2023-03,PER,other_purse_seines,2,1.72
-14.5,-77.8,2023-02,PER,pole_and_line,1,1.25
-8.1,-79.4,2023-01,PER,tuna_purse_seines,5,6.02
-13.6,-77.4,2023-01,PER,fishing,1,0.21
-8.1,-79.7,2023-02,PER,other_purse_seines,8,11.12
-6.9,-80.8,2023-01,PER,other_purse_seines,1,0.76
-15.4,-76.7,2023-03,NA,pole_and_line,1,1.85
-5.3,-81.6,2023-03,ECU,fishing,1,2.02
-14,-76.6,2023-03,PER,pole_and_line,1,14.31
-7.6,-79.7,2023-01,PER,fishing,1,4.63
-12.2,-78.5,2023-03,PER,pole_and_line,1,0.15
-15.6,-77.7,2023-02,PER,pole_and_line,1,2.95
-12.3,-77.2,2023-03,PER,fishing,1,0.98
-17.1,-77.8,2023-03,ECU,tuna_purse_seines,1,4.21
-9.6,-79.1,2023-03,PER,other_purse_seines,1,0.24
-5.9,-81.6,2023-03,ECU,fishing,1,2.09
-15.8,-77.1,2023-02,PER,other_purse_seines,1,1.1
-10.1,-78.5,2023-02,PER,tuna_purse_seines,1,0.78
-12.6,-76.9,2023-01,PER,other_purse_seines,56,185.92
-9.6,-78.5,2023-01,PER,purse_seines,4,8.85
-13.4,-76.3,2023-02,NA,other_purse_seines,2,2.67
-16.8,-78.4,2023-02,PER,tuna_purse_seines,1,7.75
-13.3,-77.8,2023-01,PER,pole_and_line,1,0.91
-8.6,-79,2023-01,PER,purse_seines,1,0.31
-13.9,-77.6,2023-02,PER,other_purse_seines,1,2.38
-12.8,-79.4,2023-03,PER,fishing,1,2.02
-7.5,-79.8,2023-02,PER,tuna_purse_seines,1,8.37
-9.7,-78.4,2023-01,PER,fishing,1,1.6
-14.3,-80.1,2023-02,PER,tuna_purse_seines,1,2.14
-14.6,-77.5,2023-02,AIA,purse_seines,1,2.05
-6.6,-80.7,2023-01,NA,other_purse_seines,1,0.15
-14.1,-77.5,2023-02,PER,other_purse_seines,2,1.97
-16.8,-76.9,2023-03,ECU,tuna_purse_seines,1,4.59
-16.8,-78.4,2023-03,PER,other_purse_seines,1,11.13
-14.5,-77.5,2023-02,NA,pole_and_line,1,2.04
-10.1,-78.5,2023-03,PER,other_purse_seines,1,0.2
-10.8,-78.2,2023-02,PER,other_purse_seines,1,1.54
-7.3,-79.9,2023-01,PER,tuna_purse_seines,6,6.42
-17.8,-71.5,2023-02,NA,other_purse_seines,2,3.81
-12.4,-77.1,2023-03,PER,fishing,1,1.24
-16.8,-77.8,2023-03,PER,other_purse_seines,1,1.13
-16.2,-78.8,2023-03,ECU,tuna_purse_seines,1,0.35
-7.1,-80.3,2023-01,PER,other_purse_seines,10,16.05
-11.3,-78.6,2023-03,PER,other_purse_seines,1,1.54
-13.1,-76.6,2023-02,PER,other_purse_seines,1,0.35
-7.8,-79.6,2023-02,GBR,other_purse_seines,1,0.93
-14.3,-77.7,2023-02,PER,tuna_purse_seines,3,16.86
-14.6,-77,2023-03,PER,tuna_purse_seines,2,5.63
-11.9,-77.6,2023-01,PER,purse_seines,3,5.33
-13.5,-76.2,2023-03,NA,other_purse_seines,1,1.02
-13.3,-76.4,2023-02,NA,other_purse_seines,1,3.72
-15.3,-77.6,2023-02,PER,other_purse_seines,15,56.43
-5.6,-82.6,2023-03,ECU,tuna_purse_seines,1,5.21
-12.2,-77.3,2023-01,SSD,tuna_purse_seines,1,2.35
-4.5,-81.5,2023-03,ECU,fishing,1,1.99
-15.2,-77.3,2023-02,PER,fishing,1,4.36
-17.6,-71.5,2023-02,NA,other_purse_seines,3,9.11
-13.8,-78.2,2023-02,PER,tuna_purse_seines,1,1.09
-7.8,-79.6,2023-02,PER,tuna_purse_seines,2,4.31
-12.5,-77,2023-01,PER,other_purse_seines,48,124.09
-14.5,-77.5,2023-02,PER,pole_and_line,1,4.49
-11.6,-77.4,2023-01,PER,purse_seines,3,16.26
-8.6,-80.5,2023-02,PER,other_purse_seines,1,1.74
-5.6,-81,2023-01,PER,pole_and_line,1,0.07
-15.9,-78.7,2023-02,PER,tuna_purse_seines,1,8.86
-7.3,-79.7,2023-02,PER,other_purse_seines,1,0.31
-13.7,-77,2023-01,PER,fishing,1,4.01
-14.6,-77.5,2023-03,PER,tuna_purse_seines,1,1.19
-12.2,-78.8,2023-03,PER,pole_and_line,1,1.55
-11.8,-77.6,2023-01,PER,purse_seines,1,2.13
-11.2,-79,2023-03,PER,other_purse_seines,1,0.97
-13.6,-78,2023-02,PER,other_purse_seines,1,1.3
-13.4,-76.4,2023-02,NA,other_purse_seines,1,1.66
-11.4,-80.4,2023-03,ECU,fishing,1,0.3
-8.3,-81.5,2023-02,NA,purse_seines,1,3.14
-15.3,-77.1,2023-02,PER,other_purse_seines,8,33.66
-7.3,-79.9,2023-01,GBR,other_purse_seines,1,0.42
-9.7,-78.7,2023-02,PER,other_purse_seines,1,1.9
-6.8,-81.6,2023-02,PER,other_purse_seines,1,1.94
-12.3,-78.7,2023-03,PER,pole_and_line,1,6.17
-10.3,-78.2,2023-02,PER,other_purse_seines,29,49.18
-14,-76.6,2023-03,NA,pole_and_line,1,5.78
-6.3,-81.6,2023-03,ECU,fishing,1,1
-15.4,-76.7,2023-03,PER,pole_and_line,1,1.6
-7.8,-79.6,2023-01,PER,fishing,2,8.24
-12.3,-78.6,2023-02,PER,other_purse_seines,1,8.25
-12.2,-77.1,2023-01,PER,inconclusive,1,1.76
-14.5,-76.9,2023-03,PER,tuna_purse_seines,1,6.1
-15.3,-76.7,2023-03,NA,pole_and_line,1,2.33
-4.4,-82.6,2023-03,ECU,tuna_purse_seines,1,0.74
-6.6,-80.9,2023-01,PER,other_purse_seines,48,113.68
-8,-79.6,2023-01,NA,other_purse_seines,2,2.32
-12.9,-76.8,2023-01,HND,other_purse_seines,1,1.46
-12,-77.5,2023-01,PER,other_purse_seines,11,13.13
-6.9,-80.3,2023-01,PER,other_purse_seines,32,73.31
-17.8,-71.4,2023-02,NA,other_purse_seines,1,0.82
-8.1,-79.2,2023-02,PER,other_purse_seines,1,3.96
-17.8,-76.9,2023-03,ECU,tuna_purse_seines,1,0.18
-7.5,-79.8,2023-02,GBR,other_purse_seines,1,0.17
-14.6,-77.5,2023-02,PER,other_purse_seines,17,49.88
-8.8,-79.5,2023-03,PER,other_purse_seines,1,0.41
-14.5,-76.3,2023-01,NA,other_purse_seines,1,0.83
-9.3,-82.6,2023-02,ECU,tuna_purse_seines,2,1.13
-13.4,-77.8,2023-01,PER,pole_and_line,1,0.9
-16.9,-78.3,2023-03,ECU,tuna_purse_seines,3,10.91
-8,-79.4,2023-01,PER,fishing,2,13.68
-3.9,-81.8,2023-02,PER,other_purse_seines,1,1.03
-12.9,-77.8,2023-02,PER,fishing,1,0.47
-11.9,-77.7,2023-02,PER,other_purse_seines,3,4.97
-8.1,-79.4,2023-01,GBR,other_purse_seines,1,13.79
-7.7,-79.8,2023-02,PER,purse_seines,3,6.04
-11.9,-77.4,2023-01,PER,tuna_purse_seines,2,1.91
-7.8,-79.6,2023-03,PER,other_purse_seines,1,17.22
-12.1,-77.2,2023-01,PER,inconclusive,2,0.9
-12.4,-76.9,2023-01,PER,pole_and_line,2,3.61
-14.8,-77.7,2023-02,PER,tuna_purse_seines,1,0.92
-14.9,-76,2023-01,PER,purse_seines,1,1.01
-15,-77.4,2023-03,PER,tuna_purse_seines,2,4.62
-13.7,-78,2023-02,PER,other_purse_seines,2,2.84
-4.7,-82.7,2023-02,PER,other_purse_seines,1,1.52
-9.4,-78.6,2023-01,PER,purse_seines,3,2.11
-6.5,-81.5,2023-03,ECU,fishing,1,0.99
-12.5,-76.9,2023-01,PER,inconclusive,1,4.05
-13.6,-77.7,2023-03,PER,other_purse_seines,1,1.65
-11.4,-78.5,2023-03,PER,other_purse_seines,1,0.84
-9.2,-78.8,2023-01,PER,fishing,1,4.78
-8.5,-79.1,2023-01,NA,other_purse_seines,2,2.16
-14.7,-77,2023-03,NA,pole_and_line,1,0.12
-16,-78.5,2023-03,NA,purse_seines,1,3.16
-9.6,-78.7,2023-02,PER,other_purse_seines,1,1.73
-15.4,-77.5,2023-02,PER,other_purse_seines,7,20.95
-12,-77.3,2023-02,PER,other_purse_seines,8,6.1
-8.4,-79.1,2023-01,PER,purse_seines,4,11.03
-14.4,-77.6,2023-02,AIA,purse_seines,1,1.38
-14.8,-77.5,2023-02,PER,fishing,1,3.4
-9.2,-79.1,2023-03,PER,other_purse_seines,1,1.22
-11.6,-80.7,2023-02,PER,tuna_purse_seines,1,0.28
-3.6,-81.8,2023-02,PER,other_purse_seines,2,3.39
-15.5,-77.9,2023-02,PER,other_purse_seines,2,7.01
-13.9,-77.3,2023-01,PER,pole_and_line,1,1.92
-7,-80.6,2023-01,PER,other_purse_seines,11,28.1
-16.4,-77.9,2023-03,ECU,tuna_purse_seines,2,2.2
-13.4,-76.4,2023-01,PER,other_purse_seines,24,67.67
-9,-80.7,2023-01,PER,tuna_purse_seines,1,6
-8.4,-79.1,2023-01,PER,fishing,2,11.03
-12,-77.6,2023-01,SSD,tuna_purse_seines,1,2.09
-6.8,-80.4,2023-01,PER,other_purse_seines,33,61.81
-13,-76.6,2023-01,HND,other_purse_seines,1,0.74
-13.1,-77.8,2023-01,PER,fishing,2,11.53
-8.3,-79.2,2023-01,PER,fishing,2,4.66
-14,-78,2023-02,PER,purse_seines,1,1.01
-11.1,-78.3,2023-01,PER,pole_and_line,1,0.31
-15.6,-78,2023-02,ECU,tuna_purse_seines,1,0.21
-16.7,-78.3,2023-03,ECU,tuna_purse_seines,2,15.25
-16.3,-77.3,2023-03,PER,other_purse_seines,1,2.97
-15.2,-77.6,2023-02,PER,pole_and_line,1,7.17
-11.1,-77.9,2023-01,PER,purse_seines,1,0.53
-8,-79.7,2023-01,HND,other_purse_seines,1,1.8
-13.1,-77.2,2023-03,PER,other_purse_seines,1,0.21
-7.7,-79.7,2023-02,PER,other_purse_seines,31,58.2
-14.4,-80,2023-02,PER,tuna_purse_seines,1,3.95
-7.8,-79.6,2023-02,PER,purse_seines,4,9.75
-7.4,-79.8,2023-01,GBR,other_purse_seines,1,2.42
-3.5,-82.5,2023-02,PER,other_purse_seines,1,0.17
-7.3,-80.3,2023-01,PER,other_purse_seines,2,1.62
-16.7,-77.9,2023-03,ECU,tuna_purse_seines,2,5.99
-14,-77.7,2023-01,PER,set_gillnets,1,2.87
-8.2,-79.4,2023-01,GBR,other_purse_seines,1,0.21
-6,-81.4,2023-01,PER,purse_seines,2,2.36
-13,-76.9,2023-02,PER,purse_seines,1,0.18
-7.1,-80,2023-02,PER,other_purse_seines,2,0.49
-14.1,-76.9,2023-01,PER,set_gillnets,1,5.9
-16.5,-78.1,2023-03,ECU,tuna_purse_seines,1,5.42
-7.1,-79.9,2023-01,PER,tuna_purse_seines,6,8.03
-5.2,-81.2,2023-02,PER,other_purse_seines,1,0.22
-7.9,-79.8,2023-02,PER,purse_seines,2,1.07
-14.7,-77.5,2023-02,PER,other_purse_seines,10,23.43
-8.2,-79.2,2023-02,PER,other_purse_seines,3,6.97
-13.8,-77,2023-01,PER,pole_and_line,2,2.71
-8.1,-79.4,2023-01,PER,purse_seines,6,9.93
-10.5,-78.1,2023-02,PER,purse_seines,2,3.83
-12,-77.4,2023-02,PER,purse_seines,1,2.12
-15,-77.4,2023-02,PER,other_purse_seines,2,5.72
-12.8,-76.9,2023-01,PER,pole_and_line,2,4.21
-8.9,-79.1,2023-03,PER,other_purse_seines,1,0.32
-7.6,-79.6,2023-01,PER,pole_and_line,1,1.61
-13.7,-77.7,2023-01,PER,pole_and_line,1,0.61
-8,-79.6,2023-01,PER,fishing,1,1.36
-12,-77.1,2023-03,PER,purse_seines,3,58.33
-14.6,-77.4,2023-01,PER,set_gillnets,1,0.75
-10.3,-78.2,2023-02,PER,purse_seines,1,0.12
-14,-76.4,2023-03,PER,fishing,1,1.4
-9.9,-78.4,2023-01,GBR,other_purse_seines,1,4.66
-12.4,-77.6,2023-02,PER,other_purse_seines,1,0.99
-12.3,-78.7,2023-03,PER,other_purse_seines,7,18.38
-12.3,-77,2023-01,PER,pole_and_line,1,1.61
-15.6,-77.6,2023-02,HND,other_purse_seines,1,4.98
-15.3,-77.2,2023-02,PER,tuna_purse_seines,1,4.42
-14.5,-76.1,2023-01,PER,other_purse_seines,17,25.47
-14.6,-77.7,2023-02,PER,pole_and_line,1,4.67
-10.2,-78.5,2023-02,PER,purse_seines,1,0.73
-13.1,-76.9,2023-01,PER,other_purse_seines,11,49.91
-6.8,-80.2,2023-01,PER,purse_seines,4,12.26
-4.7,-81.5,2023-03,ECU,fishing,1,2
-6.9,-81.4,2023-03,ECU,fishing,1,5.61
-13.3,-76.5,2023-01,PER,pole_and_line,1,4.12
-12.5,-76.9,2023-02,PER,purse_seines,2,4.3
-15.5,-77.8,2023-02,PER,pole_and_line,1,5.38
-9.3,-80.2,2023-03,PER,other_purse_seines,8,41.6
-15.3,-77.7,2023-02,GBR,other_purse_seines,1,3
-9.6,-79.7,2023-02,PER,other_purse_seines,1,0.86
-15.1,-77,2023-02,PER,other_purse_seines,3,8.9
-11.9,-77.6,2023-03,PER,other_purse_seines,1,1.07
-11.1,-78,2023-03,PER,other_purse_seines,1,0.46
-13.8,-78.1,2023-02,PER,other_purse_seines,3,2.97
-7.8,-79.7,2023-02,PER,other_purse_seines,43,120.01
-6.5,-80.5,2023-01,PER,other_purse_seines,2,9.13
-15.4,-78,2023-02,NA,other_purse_seines,1,1.54
-7.2,-80.3,2023-01,PER,other_purse_seines,6,12
-15.5,-78,2023-02,PER,purse_seines,1,1.94
-3.5,-81.1,2023-02,PER,other_purse_seines,1,3.53
-11.2,-77.7,2023-02,PER,other_purse_seines,1,0.64
-14.8,-77.6,2023-02,PER,other_purse_seines,1,2.16
-12,-77.1,2023-03,JPN,drifting_longlines,1,1.22
-9.5,-81.2,2023-01,PER,tuna_purse_seines,1,2.78
-8.1,-79.6,2023-02,GBR,other_purse_seines,1,1.28
-14.7,-78,2023-02,ECU,tuna_purse_seines,1,0.01
-7.6,-79.8,2023-02,PER,fishing,2,2.56
-15.1,-77,2023-03,PER,tuna_purse_seines,1,0.99
-12.7,-77.7,2023-02,PER,set_longlines,1,0.93
-14,-76.6,2023-01,PER,other_purse_seines,8,21.88
-12.1,-78.5,2023-02,PER,other_purse_seines,2,2.02
-6.7,-80.4,2023-01,PER,other_purse_seines,39,130.53
-15.6,-75,2023-03,PER,other_purse_seines,2,11.74
-16.7,-76.9,2023-03,ECU,tuna_purse_seines,1,2
-16.7,-78.4,2023-03,PER,other_purse_seines,1,0.11
-3.5,-81,2023-02,ECU,tuna_purse_seines,1,0.56
-12,-77.4,2023-01,PER,inconclusive,1,2.09
-8.3,-79.2,2023-01,NA,other_purse_seines,3,4.19
-8.2,-79.5,2023-01,NA,other_purse_seines,1,0.32
-6,-81.3,2023-02,PER,other_purse_seines,1,2.6
-9.2,-78.8,2023-01,NA,other_purse_seines,3,2.26
-13.4,-77.7,2023-03,PER,other_purse_seines,1,0.21
-17.5,-77.7,2023-03,NA,purse_seines,1,2.24
-9.3,-78.7,2023-01,NA,other_purse_seines,3,4.91
-15.3,-77.2,2023-03,PER,other_purse_seines,3,3.03
-9.4,-78.7,2023-02,PER,other_purse_seines,7,16.77
-15.6,-77.5,2023-02,PER,other_purse_seines,2,3.55
-16.7,-77.8,2023-03,PER,other_purse_seines,1,5.99
-16.7,-72.9,2023-02,PER,other_purse_seines,2,2.41
-5.8,-83.6,2023-03,ECU,tuna_purse_seines,1,0.25
-14.2,-76.5,2023-03,NA,pole_and_line,1,1.42
-8.2,-79.3,2023-01,NA,other_purse_seines,3,10.52
-15.2,-77,2023-02,PER,other_purse_seines,1,0.28
-16.8,-72.8,2023-02,PER,fishing,1,2.45
-11.7,-77.3,2023-01,NA,other_purse_seines,1,9.94
-9.7,-79.7,2023-02,PER,other_purse_seines,1,6.55
-8,-79.5,2023-01,PER,tuna_purse_seines,3,2.35
-14.5,-77.9,2023-02,PER,other_purse_seines,2,2.57
-11.7,-77.5,2023-01,NA,other_purse_seines,1,0.91
-7.7,-79.6,2023-03,PER,other_purse_seines,1,1.99
-7,-80.7,2023-01,PER,tuna_purse_seines,1,1.98
-12.9,-77.8,2023-01,PER,pole_and_line,1,0.23
-6,-83,2023-01,PAN,tuna_purse_seines,1,0.66
-13.8,-76.3,2023-01,PER,other_purse_seines,3,0.46
-14.5,-76.8,2023-01,PER,set_longlines,1,3.39
-13.2,-79.8,2023-02,ESP,drifting_longlines,1,0.87
-16.4,-78.6,2023-03,NA,purse_seines,1,1.54
-16.9,-78.4,2023-02,PER,tuna_purse_seines,1,0.04
-13.4,-76.3,2023-01,SSD,tuna_purse_seines,1,4.67
-10,-78.7,2023-01,PER,other_purse_seines,1,1.4
-5.5,-81,2023-01,PER,tuna_purse_seines,1,0.91
-16.3,-75.3,2023-03,PER,fishing,1,1.29
-17,-78.1,2023-02,NA,purse_seines,1,4.14
-13.2,-76.9,2023-01,PER,other_purse_seines,4,8.09
-14.4,-77.5,2023-02,PER,other_purse_seines,2,2.6
-6.8,-82.1,2023-02,PAN,tuna_purse_seines,1,0.16
-9.7,-78.5,2023-01,NA,other_purse_seines,3,7.82
-7.4,-79.9,2023-02,PER,purse_seines,1,0.76
-14.4,-77.5,2023-03,PER,tuna_purse_seines,1,1.75
-7.6,-79.9,2023-01,PER,tuna_purse_seines,3,8.05
-6.6,-80.8,2023-01,HND,other_purse_seines,1,11.99
-10,-78.4,2023-03,PER,other_purse_seines,1,0.68
-7,-80,2023-01,PER,pole_and_line,1,1.43
-13.6,-77.6,2023-02,PER,other_purse_seines,1,0.04
-16.9,-78.4,2023-03,PER,other_purse_seines,1,11.2
-16.9,-76.9,2023-03,ECU,tuna_purse_seines,1,2
-7.6,-80,2023-02,PER,other_purse_seines,8,15.2
-12.7,-79.3,2023-03,PER,pole_and_line,1,5.39
-14.1,-77.2,2023-02,PER,pole_and_line,1,5.12
-15.1,-77.4,2023-02,AIA,purse_seines,1,2.43
-15.7,-75,2023-03,PER,other_purse_seines,1,1.1
-14,-77.4,2023-02,PER,other_purse_seines,1,1.09
-12.8,-77.9,2023-01,PER,pole_and_line,1,1.97
-7.9,-80,2023-02,PER,purse_seines,1,0.78
-12.7,-76.9,2023-01,AIA,purse_seines,1,3.6
-16.5,-76.7,2023-03,PER,tuna_purse_seines,3,21.82
-9.2,-82.5,2023-02,ECU,tuna_purse_seines,1,0.49
-9.2,-79.9,2023-01,PER,tuna_purse_seines,1,0.37
