lat,lon,time range,flag,geartype,vessel ids,apparent fishing hours
-7.5,-79.7,2023-01,PER,purse_seines,7,19.11
-5.8,-81.6,2023-03,ECU,fishing,1,0.97
-9.1,-80.4,2023-03,PER,purse_seines,1,1.98
-12.4,-78.3,2023-02,PER,tuna_purse_seines,1,1.32
-15.1,-76.9,2023-02,PER,purse_seines,1,3.97
-8.8,-80.2,2023-01,PER,other_purse_seines,1,1
-12.7,-77,2023-01,PER,purse_seines,5,10.52
-14.3,-77.4,2023-02,PER,tuna_purse_seines,1,1.16
-8.8,-79,2023-01,PER,other_purse_seines,5,4.53
-9.1,-78.8,2023-01,AIA,purse_seines,1,2.24
-12.8,-76.8,2023-03,PER,pole_and_line,1,0.12
-17.7,-71.5,2023-01,PER,other_purse_seines,2,5.82
-10.6,-78,2023-01,PER,other_purse_seines,24,70.5
-12.4,-77.2,2023-01,PER,other_purse_seines,27,58.62
-14.7,-77.8,2023-02,PER,tuna_purse_seines,1,1.25
-13.7,-76.5,2023-01,PER,purse_seines,1,7.41
-13.3,-77.3,2023-03,PER,other_purse_seines,1,1.39
-9.7,-78.9,2023-02,PER,other_purse_seines,1,2.31
-12.4,-78.2,2023-02,PER,set_longlines,1,0.22
-7.3,-79.7,2023-01,GBR,other_purse_seines,1,4.52
-7.4,-80.2,2023-01,PER,other_purse_seines,1,0.2
-14.8,-77.4,2023-02,PER,set_gillnets,1,0.72
-6.4,-81,2023-01,PER,tuna_purse_seines,2,5.08
-8.2,-79.2,2023-02,PER,fishing,1,1.69
-11.1,-77.8,2023-01,AIA,purse_seines,1,6.87
-9.3,-78.6,2023-01,AIA,purse_seines,1,0.37
-10.2,-78.3,2023-02,PER,other_purse_seines,4,5.08
-7.3,-79.9,2023-02,PER,other_purse_seines,1,2.77
-12.6,-76.9,2023-03,PER,other_purse_seines,2,4.32
-7.3,-80,2023-01,PER,tuna_purse_seines,3,3.15
-14.4,-77.2,2023-02,PER,set_longlines,1,2.01
-9.9,-78.6,2023-01,PER,other_purse_seines,1,3.34
-11.3,-80.3,2023-02,PER,tuna_purse_seines,1,5.25
-5.4,-81.6,2023-03,ECU,fishing,1,0.96
-14.3,-77.6,2023-02,PER,purse_seines,1,3.28
-9.9,-78.5,2023-01,HND,other_purse_seines,1,0.32
-16.5,-77.9,2023-03,PER,tuna_purse_seines,1,1.08
-9,-79.8,2023-01,PER,other_purse_seines,1,0.31
-12,-77.2,2023-01,NA,other_purse_seines,3,11.49
-8.1,-79.2,2023-02,NA,other_purse_seines,2,11.64
-12.6,-76.9,2023-02,PER,tuna_purse_seines,2,1.67
-9.2,-78.7,2023-01,PER,tuna_purse_seines,1,6.05
-10.1,-78.5,2023-01,PER,other_purse_seines,1,0.07
-8.3,-79.5,2023-01,PER,other_purse_seines,2,0.88
-13.3,-78.3,2023-02,PER,fishing,1,2.94
-12.3,-78.7,2023-02,PER,set_longlines,1,5.13
-13,-76.7,2023-01,NA,other_purse_seines,2,4.07
-15.6,-76.8,2023-03,PER,other_purse_seines,1,1.48
-10,-80,2023-03,PER,other_purse_seines,1,0.16
-13.2,-77.4,2023-03,PER,other_purse_seines,1,0.32
-16.5,-78.3,2023-03,PER,tuna_purse_seines,1,0.07
-9.8,-78.8,2023-02,PER,other_purse_seines,2,1.66
-13.9,-76.7,2023-01,PER,purse_seines,1,0.18
-7.5,-79.8,2023-01,PER,other_purse_seines,53,156.06
-8.1,-79.2,2023-01,GBR,other_purse_seines,1,0.11
-12.5,-77.5,2023-03,PER,other_purse_seines,1,3.33
-16.9,-77.7,2023-03,ECU,tuna_purse_seines,1,0.66
-6.6,-80.7,2023-01,PER,other_purse_seines,41,132.58
-17.4,-71.5,2023-01,PER,other_purse_seines,2,1.96
-11.7,-77.6,2023-01,PER,other_purse_seines,2,1.37
-15.5,-78.1,2023-03,ECU,tuna_purse_seines,1,3.21
-16.5,-78.8,2023-03,NA,purse_seines,1,4.89
-17.9,-71.3,2023-02,PER,other_purse_seines,3,4.83
-15.4,-77.8,2023-02,PER,tuna_purse_seines,1,1.14
-15.4,-77.4,2023-02,PER,fishing,1,6.39
-6.2,-81.1,2023-01,PER,pole_and_line,1,1.72
-8.2,-79.1,2023-02,NA,other_purse_seines,2,3.54
-6.3,-81.9,2023-03,PER,other_purse_seines,1,2.2
-9.6,-81.8,2023-02,PER,tuna_purse_seines,1,5.01
-15,-77.4,2023-03,NA,other_purse_seines,1,1.41
-3.4,-81.4,2023-03,ECU,fishing,1,1
-14.8,-77.4,2023-02,GBR,other_purse_seines,1,0.39
-14.9,-77.5,2023-02,PER,set_gillnets,1,1
-17.1,-78.2,2023-02,NA,purse_seines,1,1.86
-7.9,-79.8,2023-02,AIA,purse_seines,1,1.65
-12.4,-78.7,2023-02,PER,set_longlines,1,10.88
-6.7,-80.6,2023-01,PER,tuna_purse_seines,3,4.11
-14.2,-77.8,2023-02,PER,tuna_purse_seines,2,5.33
-7.7,-82.8,2023-03,ECU,tuna_purse_seines,1,4.89
-12.3,-77.2,2023-01,SSD,tuna_purse_seines,1,4.72
-8.3,-80.2,2023-01,PER,other_purse_seines,1,0.13
-9.1,-78.9,2023-01,AIA,purse_seines,1,0.31
-13.7,-76.8,2023-01,PER,purse_seines,3,6.04
-9.1,-80.3,2023-03,PER,purse_seines,1,1.67
-14.1,-77.5,2023-02,PER,purse_seines,1,1.48
-8.3,-79,2023-01,PER,other_purse_seines,8,13.76
-15,-77.2,2023-02,PER,purse_seines,1,2.75
-14.7,-77.3,2023-03,PER,other_purse_seines,2,1.44
-7.8,-79.6,2023-02,AIA,purse_seines,1,2.46
-8,-79.3,2023-01,PER,pole_and_line,1,1.3
-7.6,-79.8,2023-02,HND,other_purse_seines,1,4.21
-12.1,-77.3,2023-02,PER,pole_and_line,1,1.24
-9.2,-78.7,2023-01,GBR,other_purse_seines,1,2.67
-14.8,-77.5,2023-02,PER,set_gillnets,1,1
-15.4,-78.9,2023-02,PER,tuna_purse_seines,1,1.29
-9.4,-78.6,2023-01,PER,other_purse_seines,15,16.48
-18.1,-70.9,2023-02,NA,other_purse_seines,1,0.6
-12.4,-78.8,2023-03,PER,other_purse_seines,3,2.52
-6.3,-81.4,2023-03,PER,other_purse_seines,1,2.86
-16.8,-77.1,2023-03,NA,purse_seines,1,2.34
-8.1,-79.9,2023-02,PER,other_purse_seines,1,1.68
-10.7,-78.3,2023-02,PER,other_purse_seines,1,1.3
-15.4,-77.3,2023-02,PER,tuna_purse_seines,1,4
-8,-79.5,2023-01,PER,pole_and_line,1,3.23
-8.1,-79.2,2023-01,PER,tuna_purse_seines,1,0.17
-9.3,-80.1,2023-03,PER,purse_seines,1,0.8
-6.4,-81,2023-01,GBR,other_purse_seines,1,0.14
-4,-81.1,2023-02,PER,other_purse_seines,1,0.81
-15.4,-77.3,2023-03,PER,other_purse_seines,3,6.36
-14.3,-77.9,2023-02,PER,tuna_purse_seines,1,0.42
-9.9,-78.3,2023-01,PER,fishing,1,2.64
-12.2,-78.5,2023-02,PER,set_longlines,1,0.16
-12,-77.5,2023-03,PER,other_purse_seines,2,8.18
-6.6,-80.9,2023-03,PER,other_purse_seines,1,3.49
-17.5,-77.9,2023-03,PER,tuna_purse_seines,1,1.92
-7.3,-80,2023-01,GBR,other_purse_seines,1,2.25
-9.7,-78.4,2023-02,PER,other_purse_seines,6,11.68
-12.9,-79.4,2023-03,PER,purse_seines,1,0.31
-12.2,-78.3,2023-02,PER,set_longlines,1,0.21
-7.9,-79.6,2023-01,PER,fishing,2,9.39
-14.8,-77.4,2023-03,PER,other_purse_seines,1,0.64
-15,-77.3,2023-03,NA,other_purse_seines,1,0.36
-8.6,-79.4,2023-02,PER,other_purse_seines,1,0.01
-16.8,-78.2,2023-03,PER,other_purse_seines,1,13.71
-11.3,-77.8,2023-01,PER,inconclusive,1,0.61
-16.2,-77.2,2023-03,ECU,tuna_purse_seines,1,0.09
-8.3,-79.1,2023-01,HND,other_purse_seines,1,2.14
-14.3,-77.2,2023-02,PER,set_longlines,1,2.05
-8.2,-79.6,2023-02,NA,other_purse_seines,1,1.16
-7.8,-79.6,2023-01,PER,other_purse_seines,56,137.18
-16.4,-78.5,2023-02,ECU,tuna_purse_seines,2,1.81
-16.8,-72.7,2023-02,PER,other_purse_seines,1,1.71
-7.3,-79.7,2023-01,PER,tuna_purse_seines,3,3.42
-12,-77.1,2023-02,PER,inconclusive,1,1.22
-11.5,-77.5,2023-02,PER,other_purse_seines,1,0.28
-9.4,-78.6,2023-01,AIA,purse_seines,1,0.47
-12.9,-77.9,2023-03,PER,other_purse_seines,1,0.28
-5.7,-81.1,2023-01,PER,other_purse_seines,1,0.49
-7.1,-80,2023-01,PER,tuna_purse_seines,3,4.21
-12.3,-77.2,2023-01,HND,other_purse_seines,1,0.76
-11.9,-78.1,2023-03,PER,pole_and_line,1,1.3
-5.2,-82.3,2023-02,PER,other_purse_seines,1,4.63
-7.7,-79.6,2023-02,PER,fishing,2,1.87
-7.1,-79.9,2023-02,PER,other_purse_seines,2,8.19
-14.6,-77.3,2023-03,PER,other_purse_seines,1,2.06
-8.8,-79.3,2023-02,PER,other_purse_seines,1,0.23
-11.5,-81.1,2023-03,ECU,tuna_purse_seines,1,1.5
-17,-77.9,2023-03,PER,tuna_purse_seines,2,17.04
-8.2,-79.2,2023-01,PER,tuna_purse_seines,4,6.36
-12.1,-77.2,2023-03,PER,inconclusive,2,131.65
-12.4,-77.2,2023-01,PER,purse_seines,2,3.72
-15,-77.7,2023-02,PER,other_purse_seines,6,9.7
-13.1,-78.3,2023-03,PER,other_purse_seines,2,1.18
-6.8,-80.4,2023-03,PER,other_purse_seines,1,2.05
-15.2,-77.5,2023-02,NA,other_purse_seines,1,1.71
-11.8,-77.3,2023-01,PER,inconclusive,1,1.02
-12.3,-79.4,2023-02,PER,tuna_purse_seines,1,3
-12.6,-76.8,2023-01,NA,other_purse_seines,1,2.46
-11.5,-81,2023-02,PER,tuna_purse_seines,1,7.36
-8,-79.4,2023-01,HND,other_purse_seines,1,5.53
-6.5,-83,2023-03,PAN,tuna_purse_seines,1,0.5
-6.6,-81.1,2023-01,PER,tuna_purse_seines,2,5.23
-12.2,-77.1,2023-03,PER,inconclusive,1,2.79
-11.8,-77.5,2023-01,PER,inconclusive,1,1.51
-7.7,-79.7,2023-01,PER,tuna_purse_seines,6,10.99
-10.5,-78.1,2023-02,PER,other_purse_seines,32,83.13
-17.5,-71.6,2023-02,PER,other_purse_seines,1,0.71
-15.2,-77.3,2023-02,NA,other_purse_seines,1,2.12
-7.7,-79.4,2023-02,PER,other_purse_seines,2,2.82
-14.5,-76.9,2023-03,NA,other_purse_seines,1,2.23
-14.6,-77.5,2023-02,PER,fishing,1,4.52
-8.4,-79.6,2023-01,PER,other_purse_seines,2,2.1
-6.1,-81.2,2023-01,PER,other_purse_seines,8,13.79
-13.7,-76.6,2023-01,PER,tuna_purse_seines,1,4.1
-16.7,-77.2,2023-03,ECU,tuna_purse_seines,1,5.48
-15.5,-77.2,2023-02,PER,other_purse_seines,2,2.63
-16.2,-78.5,2023-02,ECU,tuna_purse_seines,1,4.6
-11.5,-77.5,2023-01,PER,pole_and_line,2,7.83
-13.5,-77.8,2023-01,PER,set_gillnets,1,0.78
-13.4,-76.7,2023-01,PER,other_purse_seines,8,17.26
-10.4,-79.3,2023-02,PER,other_purse_seines,1,0.58
-14.6,-77.8,2023-02,PER,purse_seines,1,5.83
-10.1,-78.8,2023-02,PER,other_purse_seines,1,1.25
-9.8,-78.5,2023-01,PER,other_purse_seines,17,23.64
-8.3,-79.8,2023-02,PER,other_purse_seines,4,9.3
-6.3,-81,2023-01,PER,pole_and_line,1,3.99
-9.2,-82.8,2023-02,NA,purse_seines,1,2.91
-9.8,-81.4,2023-02,PER,tuna_purse_seines,1,0.17
-9.8,-78.4,2023-02,PER,fishing,1,0.71
-6.8,-80.7,2023-01,PER,other_purse_seines,30,111.65
-7.7,-79.7,2023-01,NA,other_purse_seines,2,4.82
-8.1,-79.2,2023-01,PER,fishing,1,3.36
-3.8,-82.2,2023-02,PER,other_purse_seines,1,0.18
-15.4,-77.7,2023-02,NA,other_purse_seines,1,2.02
-14.2,-77.4,2023-01,PER,pole_and_line,2,2.64
-11,-77.8,2023-01,PER,other_purse_seines,22,39.59
-11.9,-77.4,2023-01,PER,inconclusive,1,3.18
-4.7,-81.8,2023-02,PER,other_purse_seines,1,1.38
-14.5,-77.6,2023-02,GBR,other_purse_seines,1,4.17
-7.3,-79.8,2023-01,PER,purse_seines,3,5.11
-6.9,-80.5,2023-01,PER,tuna_purse_seines,7,18.55
-6.7,-81.4,2023-03,PER,other_purse_seines,2,11.56
-16.2,-77,2023-03,PER,tuna_purse_seines,1,0.11
-4.2,-81.5,2023-03,ECU,fishing,1,2.98
-14.7,-76.9,2023-01,PER,pole_and_line,1,0.31
-13.8,-76.5,2023-01,PER,tuna_purse_seines,1,0.81
-6,-81.3,2023-01,PER,tuna_purse_seines,5,8.74
-14.5,-78.6,2023-03,ECU,tuna_purse_seines,1,4.82
-9.7,-78.5,2023-01,HND,other_purse_seines,1,9.66
-5,-82.6,2023-02,PER,other_purse_seines,1,5.8
-18,-71.1,2023-02,PER,other_purse_seines,6,8.18
-15.1,-75.5,2023-01,PER,other_purse_seines,6,9.8
-12.7,-76.9,2023-01,PER,purse_seines,2,5.22
-15.8,-78.8,2023-02,PER,tuna_purse_seines,1,1.09
-15.1,-77,2023-02,PER,purse_seines,1,0.65
-15,-78.2,2023-02,ECU,tuna_purse_seines,1,6.05
-9.3,-78.7,2023-01,PER,fishing,1,3.19
-8,-79.3,2023-01,PER,other_purse_seines,22,58.35
-10,-78.3,2023-01,PER,purse_seines,2,1.85
-11.9,-77.6,2023-01,PER,other_purse_seines,9,11.39
-12.8,-77.3,2023-03,PER,other_purse_seines,2,2.2
-12.2,-78.7,2023-02,PER,fishing,1,3.03
-13.6,-76.7,2023-01,PER,other_purse_seines,5,6
-3.7,-82.6,2023-03,ECU,tuna_purse_seines,1,0.97
-14.6,-76.3,2023-03,PER,other_purse_seines,1,3.53
-6.7,-80.7,2023-01,PER,other_purse_seines,28,48.26
-6.8,-81.4,2023-03,ECU,fishing,1,0.99
-6.7,-80.4,2023-02,PER,tuna_purse_seines,2,4.45
-12.1,-77.3,2023-01,NA,other_purse_seines,4,13.87
-12.2,-77,2023-02,PER,inconclusive,1,0.25
-11.8,-77.8,2023-02,PER,other_purse_seines,2,2.76
-12.2,-77.2,2023-01,PER,other_purse_seines,52,169.4
-14.9,-77.8,2023-02,PER,tuna_purse_seines,1,0.52
-9.9,-78.9,2023-02,PER,other_purse_seines,1,1.91
-14,-76.6,2023-03,PER,other_purse_seines,1,2.56
-7.8,-79.7,2023-01,PER,tuna_purse_seines,6,13.69
-9.9,-78.4,2023-02,PER,purse_seines,1,1.57
-8,-79.5,2023-02,NA,other_purse_seines,1,0.63
-13.1,-76.8,2023-01,NA,other_purse_seines,1,2.44
-8.6,-79.6,2023-01,PER,other_purse_seines,1,1.55
-14.9,-77.4,2023-03,PER,purse_seines,1,0.6
-16.8,-78.1,2023-03,PER,tuna_purse_seines,2,4.94
-9.7,-78.6,2023-01,PER,other_purse_seines,4,1.34
-12.8,-76.7,2023-01,HND,other_purse_seines,1,1.36
-8.9,-82.3,2023-03,ECU,tuna_purse_seines,1,0.26
-12.3,-77.1,2023-01,NA,other_purse_seines,6,22.87
-3.6,-81.2,2023-02,ECU,tuna_purse_seines,1,0.31
-14,-78,2023-02,PER,tuna_purse_seines,1,7.22
-10.8,-81.4,2023-03,ECU,tuna_purse_seines,1,0.12
-12,-78.6,2023-02,PER,set_longlines,1,3.52
-13.3,-76.6,2023-01,NA,other_purse_seines,1,3.29
-12.9,-76.7,2023-01,PER,purse_seines,3,27.25
-7.9,-79.5,2023-01,PER,other_purse_seines,50,165.13
-8.2,-79.3,2023-01,PER,fishing,2,5.91
-16.9,-77,2023-03,PER,tuna_purse_seines,1,4.66
-11.9,-77.4,2023-02,PER,purse_seines,1,0.48
-16.7,-78.7,2023-02,PER,tuna_purse_seines,1,3
-15.4,-77.8,2023-02,PER,set_gillnets,1,2.06
-9,-78.9,2023-01,PER,fishing,1,0.41
-11.2,-78,2023-01,PER,other_purse_seines,3,1.74
-15.5,-77.1,2023-03,PER,other_purse_seines,6,10.32
-13.6,-76.5,2023-01,NA,other_purse_seines,2,4.26
-13.7,-76.7,2023-01,PER,other_purse_seines,7,6.89
-14.3,-76.9,2023-03,PER,other_purse_seines,1,1.18
-6.6,-80.7,2023-01,NA,inconclusive,1,3.42
-9,-80.6,2023-03,PER,other_purse_seines,2,1.75
-8.4,-79.8,2023-02,PER,purse_seines,1,2.23
-17,-77.7,2023-03,NA,purse_seines,1,19.23
-7.7,-79.6,2023-01,PER,other_purse_seines,61,206.21
-15.4,-77.4,2023-02,PER,set_gillnets,1,2.19
-15.2,-75.5,2023-01,PER,other_purse_seines,1,1.18
-6.6,-81.2,2023-01,PER,other_purse_seines,1,1.03
-12.6,-77,2023-01,NA,other_purse_seines,7,18.01
-8,-79.6,2023-02,HND,other_purse_seines,1,6.02
-13.6,-76.3,2023-01,NA,other_purse_seines,1,2.27
-13.8,-78.1,2023-02,PER,fishing,1,1.98
-7.6,-79.9,2023-02,PER,other_purse_seines,9,28.02
-15,-77.6,2023-02,PER,tuna_purse_seines,1,2.97
-12.4,-77.5,2023-03,PER,pole_and_line,1,9.72
-7.6,-80,2023-01,PER,tuna_purse_seines,2,2.48
-8.2,-79.1,2023-01,PER,other_purse_seines,50,98.9
-14.9,-75.9,2023-01,PER,inconclusive,1,2.68
-10.1,-80.9,2023-02,PER,tuna_purse_seines,2,9.35
-12.4,-77.3,2023-03,PER,pole_and_line,1,4.1
-8.5,-79,2023-02,PER,other_purse_seines,1,0.07
-15.9,-77.9,2023-03,ECU,tuna_purse_seines,2,8.22
-9.6,-78.5,2023-01,HND,other_purse_seines,1,0.08
-12.9,-76.9,2023-02,PER,tuna_purse_seines,1,1.9
-15.3,-77.3,2023-02,PER,set_gillnets,1,0.28
-7.8,-79.9,2023-01,PER,purse_seines,3,4.63
-14.2,-76.7,2023-02,PER,set_gillnets,1,0.95
-4.2,-82.4,2023-02,PER,other_purse_seines,1,3.65
-14,-77.1,2023-01,PER,pole_and_line,1,0.91
-9.6,-78.6,2023-01,PER,other_purse_seines,22,47.88
-10,-78.4,2023-01,PER,other_purse_seines,28,57.29
-15.3,-77.5,2023-02,PER,set_gillnets,1,0.74
-5.5,-81,2023-02,PER,other_purse_seines,1,4.21
-7.8,-82.8,2023-03,PAN,tuna_purse_seines,1,0.07
-16.7,-77,2023-03,PER,tuna_purse_seines,3,23.27
-10,-81.5,2023-02,PER,tuna_purse_seines,1,2.01
-7.3,-80,2023-01,PER,purse_seines,2,4.14
-10.9,-78,2023-01,PER,other_purse_seines,6,11.41
-6.8,-80.6,2023-01,PER,tuna_purse_seines,3,2.9
-12,-77.1,2023-01,PER,purse_seines,3,21.28
-9.5,-78.8,2023-01,PER,other_purse_seines,1,1.25
-9.2,-83,2023-02,NA,purse_seines,1,2.08
-13.9,-78.2,2023-02,PER,fishing,1,5.07
-12.2,-77.7,2023-03,PER,pole_and_line,1,1.71
-7.7,-79.4,2023-02,PER,fishing,1,1.17
-8,-79.5,2023-02,PER,other_purse_seines,5,8.57
-15.6,-77.3,2023-02,PER,purse_seines,1,1.18
-6.9,-81.3,2023-03,PER,other_purse_seines,1,0.19
-18.2,-70.8,2023-01,NA,other_purse_seines,1,0.82
-13.2,-78.2,2023-02,PER,set_gillnets,1,1.55
-11.1,-77.7,2023-01,PER,tuna_purse_seines,2,3.29
-17.8,-71.3,2023-02,PER,other_purse_seines,4,3.97
-14.1,-76.6,2023-02,PER,set_gillnets,1,1.13
-16.6,-78.5,2023-03,PER,tuna_purse_seines,1,2.18
-15.4,-78.8,2023-03,ECU,tuna_purse_seines,1,1.4
-13.9,-77.1,2023-02,NA,pole_and_line,1,1.76
-15,-79,2023-02,PER,tuna_purse_seines,1,7.14
-11.7,-77.6,2023-01,PER,pole_and_line,1,4.96
-9.1,-78.6,2023-02,PER,purse_seines,4,17.21
-13,-76.6,2023-01,PER,purse_seines,1,1.27
-13.6,-76.8,2023-01,NA,other_purse_seines,1,3.95
-15.4,-77.5,2023-02,PER,set_gillnets,1,5.21
-15.4,-76.5,2023-03,PER,purse_seines,1,0.31
-15,-75.6,2023-02,PER,other_purse_seines,10,22.31
-3.5,-81.3,2023-02,ECU,other_purse_seines,1,0.22
-8.4,-79.5,2023-02,PER,purse_seines,1,0.78
-9.4,-82.4,2023-02,PER,tuna_purse_seines,1,1.16
-10.2,-79.3,2023-02,PER,other_purse_seines,1,0.87
-16.8,-77.2,2023-03,ECU,tuna_purse_seines,1,2.84
-4.2,-81.3,2023-02,PER,other_purse_seines,2,0.34
-15.4,-77.3,2023-02,PER,set_gillnets,1,1.06
-15.6,-77.8,2023-02,PER,tuna_purse_seines,1,1.46
-10,-81,2023-02,PER,tuna_purse_seines,1,20.72
-5.5,-81.5,2023-02,PER,other_purse_seines,1,0.07
-8.2,-79.5,2023-01,HND,other_purse_seines,1,0.11
-13.8,-76.6,2023-01,NA,other_purse_seines,2,4.53
-6.6,-81.4,2023-03,PER,other_purse_seines,1,1.43
-14.5,-77.7,2023-02,PER,other_purse_seines,9,14.29
-12.4,-77.4,2023-03,PER,pole_and_line,1,1.15
-6.8,-80.1,2023-01,PER,tuna_purse_seines,2,3.77
-17.8,-71.3,2023-02,PER,fishing,1,0.73
-9.8,-81.1,2023-01,PER,tuna_purse_seines,1,6.06
-15.1,-77.3,2023-03,PER,other_purse_seines,4,5.2
-15.5,-77.6,2023-02,PER,tuna_purse_seines,1,2.73
-12.4,-77,2023-03,PER,pole_and_line,1,0.46
-16.6,-78,2023-03,PER,tuna_purse_seines,1,5
-15.4,-76.8,2023-03,PER,other_purse_seines,1,0.17
-8.7,-79.1,2023-01,PER,other_purse_seines,5,7.27
-16.6,-73.3,2023-02,NA,other_purse_seines,1,1.63
-11.8,-77.5,2023-01,PER,other_purse_seines,19,51.48
-9.9,-81.3,2023-02,PER,tuna_purse_seines,1,8.93
-9,-80.1,2023-03,PER,other_purse_seines,2,1.89
-10.5,-78.4,2023-01,PER,other_purse_seines,2,0.38
-13.8,-76.9,2023-01,PER,fishing,1,0.19
-15.2,-77.7,2023-02,PER,set_gillnets,1,0.11
-14.3,-76.9,2023-02,PER,set_gillnets,1,2.97
-14.5,-77.7,2023-02,PER,purse_seines,1,2.89
-8.4,-79.2,2023-01,PER,tuna_purse_seines,2,2.12
-12.1,-77.4,2023-03,PER,other_purse_seines,3,8.28
-12.8,-77,2023-01,PER,tuna_purse_seines,1,2.91
-15.5,-78.7,2023-03,PER,fishing,1,0.68
-5.6,-81.2,2023-01,PER,purse_seines,1,1.86
-14.2,-76.9,2023-01,PER,pole_and_line,1,3.62
-15.3,-77.8,2023-02,PER,set_gillnets,1,5.18
-6.5,-80.8,2023-01,PER,tuna_purse_seines,7,12.16
-7.5,-79.9,2023-01,HND,other_purse_seines,1,2.95
-17.6,-71.6,2023-01,PER,other_purse_seines,1,0.28
-5.6,-81.1,2023-01,PER,other_purse_seines,4,2.85
-7.2,-80,2023-01,PER,tuna_purse_seines,3,3.56
-9.1,-78.6,2023-01,PER,other_purse_seines,8,5.04
-7.3,-80.3,2023-01,PER,purse_seines,1,0.36
-8.3,-79.8,2023-02,PER,purse_seines,1,4.12
-11.9,-77.3,2023-03,PER,fishing,1,1.32
-14.2,-77.2,2023-03,PER,purse_seines,1,1.2
-16.9,-78.2,2023-03,PER,other_purse_seines,1,7.06
-12.2,-77.2,2023-01,PER,fishing,1,0.24
-8.2,-79.6,2023-01,PER,other_purse_seines,5,10.9
-6.2,-81.2,2023-01,PER,other_purse_seines,3,4.86
-12.3,-77.3,2023-03,PER,pole_and_line,1,1.46
-9.1,-80.3,2023-03,PER,other_purse_seines,2,3.81
-13.9,-76.6,2023-01,PER,tuna_purse_seines,1,0.47
-10.5,-81.6,2023-03,ECU,tuna_purse_seines,1,0.18
-9.8,-79.8,2023-02,PER,other_purse_seines,1,3.66
-7.6,-79.7,2023-01,PER,tuna_purse_seines,7,23.26
-7.3,-79.9,2023-01,PER,fishing,1,1.64
-12.3,-77.9,2023-03,PER,pole_and_line,1,0.43
-16.3,-78.5,2023-02,ECU,tuna_purse_seines,1,2.06
-13.5,-77.9,2023-02,AIA,purse_seines,1,5.94
-12.9,-76.7,2023-01,PER,other_purse_seines,42,237.56
-7.9,-79.6,2023-01,PER,purse_seines,8,25.62
-12.3,-77.5,2023-03,PER,pole_and_line,1,2.39
-7.9,-79.8,2023-02,PER,other_purse_seines,13,27.85
-12.2,-77.2,2023-03,PER,pole_and_line,1,1.62
-8.5,-79.5,2023-02,PER,other_purse_seines,1,2.38
-12.2,-78.2,2023-02,PER,fishing,1,4.13
-7.4,-80.1,2023-01,PER,purse_seines,1,0.98
-9,-78.8,2023-01,PER,other_purse_seines,14,14.59
-13.7,-77.6,2023-01,PER,set_gillnets,1,0.71
-16.5,-76.9,2023-03,PER,tuna_purse_seines,2,2.92
-14.9,-77.2,2023-02,NA,other_purse_seines,1,1.75
-13.1,-77.3,2023-02,PER,pole_and_line,1,0.22
-9.9,-78.4,2023-02,PER,other_purse_seines,10,10.42
-15.3,-77.1,2023-02,PER,purse_seines,1,2.5
-18.1,-71,2023-02,NA,other_purse_seines,1,2.44
-6.7,-82.4,2023-03,ECU,tuna_purse_seines,1,0.28
-10.8,-78.1,2023-01,PER,other_purse_seines,1,1.66
-11.2,-77.9,2023-02,PER,other_purse_seines,1,0.3
-8.2,-79.1,2023-01,PER,pole_and_line,1,1.92
-8.6,-79.1,2023-01,PER,other_purse_seines,5,2.11
-13.9,-77.4,2023-03,PER,other_purse_seines,1,0.7
-7.8,-79.9,2023-02,PER,other_purse_seines,7,27.11
-9,-80.2,2023-03,PER,purse_seines,1,1.68
-7.9,-79.5,2023-02,PER,fishing,1,1.58
-15.2,-77.3,2023-03,PER,other_purse_seines,5,8.02
-14.4,-79.3,2023-03,ECU,tuna_purse_seines,1,0.04
-15.3,-77.4,2023-02,PER,tuna_purse_seines,1,2.23
-12.8,-76.7,2023-01,PER,purse_seines,1,0.08
-4.5,-81.6,2023-02,PER,other_purse_seines,1,0.08
-7.4,-80.1,2023-01,PER,tuna_purse_seines,1,1.31
-5.3,-82.8,2023-02,PER,other_purse_seines,1,2.31
-8.9,-80.3,2023-03,PER,other_purse_seines,1,0.57
-12.3,-78.9,2023-03,PER,other_purse_seines,1,0.64
-12.4,-77.1,2023-01,PER,tuna_purse_seines,1,0.77
-7.8,-79.7,2023-01,GBR,other_purse_seines,1,2.05
-8.5,-79.3,2023-01,PER,other_purse_seines,1,1.89
-12.7,-78.3,2023-03,PER,other_purse_seines,1,1.56
-12.4,-77.1,2023-01,NA,other_purse_seines,4,6.01
-15.7,-77.8,2023-02,PER,tuna_purse_seines,1,9.49
-12.7,-76.8,2023-01,PER,purse_seines,4,16.15
-10,-78.4,2023-01,PER,purse_seines,4,10.91
-12.3,-77.3,2023-03,PER,other_purse_seines,5,9.54
-12.5,-77.1,2023-01,PER,purse_seines,2,2.82
-12,-77.2,2023-02,HND,other_purse_seines,1,0.08
-17.2,-71.9,2023-01,NA,other_purse_seines,1,6.76
-10.1,-79.3,2023-02,PER,other_purse_seines,1,1
-6.3,-81.1,2023-01,PER,tuna_purse_seines,2,2.5
-6.7,-82.7,2023-01,PAN,tuna_purse_seines,1,0.45
-8.1,-79.6,2023-01,PER,other_purse_seines,41,77.68
-15.5,-77.6,2023-02,NA,other_purse_seines,1,0.55
-9.2,-80.3,2023-03,PER,other_purse_seines,7,54.98
